20.000000	50
0.049999	0.007984	0.245685
0.050001	0.030030	0.530225
0.100000	0.217714	0.578686
0.100001	0.377592	0.725593
0.150000	1.013923	0.716279
0.150001	1.185011	0.679243
0.200000	1.726333	0.670387
0.200001	1.745106	0.503145
0.245000	1.923003	0.407852
0.245000	1.920800	0.510912
0.265000	2.524674	0.609433
0.294999	2.068215	0.435539
0.295001	2.974889	0.840139
0.344999	1.829691	0.799472
0.345000	2.157886	0.573200
0.365000	2.628228	0.681455
0.394999	2.942427	0.932443
0.395000	1.565117	0.959676
0.425000	1.867767	0.693573
0.444999	2.481547	0.537974
0.445000	2.667779	0.716477
0.495000	2.079260	0.329878
0.495000	2.148379	0.310398
0.544999	1.910586	0.335360
0.545001	1.820857	0.241609
0.594999	1.978931	0.549923
0.595000	1.971724	0.549160
0.640001	2.167856	0.594396
0.645000	3.290562	1.035773
0.694999	2.043199	0.888937
0.695001	2.973626	0.544513
0.704999	3.044749	0.537477
0.744999	3.181574	0.708450
0.745000	2.634131	0.459077
0.794999	2.353827	0.630856
0.795000	2.363842	0.662025
0.830001	1.906584	0.812751
0.840000	1.380873	0.827379
0.840001	1.519740	0.914825
0.889999	0.294464	0.944353
0.890001	0.533213	0.573377
0.935000	0.229218	0.546533
0.940000	0.199403	0.169293
0.989999	0.391924	0.152493
0.990001	0.281271	0.073873
1.040000	0.282102	0.084826
1.089999	0.213823	0.084833
1.100000	0.200415	0.054109
1.140000	0.168358	0.067517
1.190000	0.215284	0.028432
30.000000	58
0.050000	0.044846	0.705090
0.070000	0.167609	1.158619
0.100000	0.242850	1.318839
0.125000	1.243670	0.959999
0.149999	2.214791	1.331462
0.200000	2.182339	1.034060
0.200000	1.573346	0.448338
0.249999	1.118588	0.690992
0.250000	1.663240	0.452947
0.294999	1.256889	0.468911
0.300000	1.023624	0.609338
0.334999	1.375933	0.504048
0.344999	2.239888	1.062740
0.350000	0.634010	0.944526
0.395000	1.294188	0.666099
0.400000	1.906274	0.970813
0.400000	0.502891	0.967310
0.444999	1.863803	0.870839
0.444999	0.649700	0.848228
0.494999	1.564810	0.670945
0.494999	0.964710	0.479026
0.544999	1.202606	0.368671
0.545000	1.170856	0.384614
0.594999	0.864787	0.435170
0.644999	0.747756	0.717923
0.644999	1.815970	0.866810
0.694999	0.867408	0.815189
0.694999	1.987711	0.863440
0.744999	0.759135	1.087215
0.745000	2.211398	1.106423
0.794999	2.290498	1.127750
0.795000	0.751463	1.766353
0.805003	3.325828	1.649564
0.834999	0.968616	1.580705
0.844999	3.498354	1.874642
0.845000	1.984583	1.073113
0.890000	1.425812	1.127285
0.894999	2.774471	1.230190
0.940000	1.062274	1.082335
0.944999	2.351499	1.005137
0.990000	1.041593	1.168529
0.994999	2.267153	0.971952
1.040000	1.070512	1.099629
1.040000	2.445435	1.032959
1.089999	1.152002	0.925050
1.090000	2.581915	1.326281
1.140000	1.541302	0.680467
1.189999	1.274171	0.597353
1.240000	0.734368	0.944400
1.240000	1.479499	0.402442
1.244999	1.378839	0.426553
1.289999	0.891908	0.775391
1.340000	1.602636	0.728175
1.340000	0.772152	1.544723
1.390000	2.466942	1.226413
1.400000	2.686299	1.169126
1.440000	3.362254	1.437381
1.490000	3.907347	1.134732
40.000000	83
0.044999	0.014924	0.249554
0.050000	0.085434	0.432515
0.094999	0.116814	0.552609
0.100001	0.429024	0.539110
0.144999	0.875540	0.602827
0.150000	1.034625	0.628385
0.194999	1.318238	0.684603
0.200000	1.623739	0.664410
0.209999	1.875621	0.771518
0.210000	2.476237	0.730567
0.244999	2.550161	0.589535
0.249999	3.169568	0.977918
0.295000	1.939823	0.691708
0.300000	2.448158	0.396355
0.320000	2.089492	0.649480
0.325000	2.585910	0.479924
0.344999	2.523810	0.381510
0.349999	2.971691	0.956201
0.395000	1.846690	0.690687
0.400000	2.397330	0.599741
0.445000	1.309553	0.971530
0.450000	1.844606	0.634804
0.465000	2.254924	0.930515
0.494999	0.810816	1.191875
0.500000	2.612059	1.129002
0.545000	0.876597	1.155605
0.550000	2.178911	0.860142
0.594999	1.913909	0.598947
0.634999	1.446292	0.672200
0.640000	2.456013	0.673435
0.644999	1.835019	0.345277
0.690000	2.124912	0.464442
0.695000	1.541888	0.480653
0.740000	1.786367	0.178352
0.744999	1.694194	0.204132
0.790000	1.746171	0.098521
0.795000	1.849579	0.105135
0.840000	1.771410	0.096046
0.844999	1.775478	0.449846
0.884999	1.975613	0.403092
0.889999	1.801806	0.459380
0.894999	2.855780	0.920535
0.940000	1.706614	0.774927
0.944999	2.140083	0.587626
0.959999	2.409799	0.587346
0.989999	2.938968	1.272126
0.994999	1.400953	0.958785
1.040000	2.486923	0.993173
1.044999	0.770316	1.366440
1.069999	1.306071	0.703945
1.090000	2.053804	0.714839
1.094999	1.875346	0.699632
1.140000	1.938214	0.788199
1.144999	1.262147	0.645950
1.190000	0.885429	0.763484
1.240000	0.617152	0.996751
1.284999	1.959119	1.019781
1.289999	0.679388	0.807140
1.334999	2.003922	0.947530
1.340000	0.881832	0.995242
1.375000	1.334703	0.709986
1.384999	1.983584	0.541632
1.389999	2.318311	0.746574
1.435000	2.078722	0.334141
1.440000	2.045044	0.143211
1.484999	2.055336	0.174877
1.490000	1.859167	0.192332
1.534999	2.138926	0.214514
1.540000	1.794157	0.416198
1.584999	1.994160	0.595335
1.590000	1.933483	0.821807
1.634999	0.906121	0.739795
1.640000	1.066877	0.636370
1.684999	0.456857	0.723056
1.690000	1.074016	0.528588
1.725003	0.418091	0.682048
1.734999	0.447523	1.135648
1.740000	1.740781	0.998616
1.784999	0.851798	0.957788
1.790000	2.794602	1.637399
1.834999	1.276053	0.747848
1.880000	1.490422	0.733947
1.929999	1.496226	0.760326
50.000000	98
0.040000	0.076837	0.154298
0.050000	0.068822	0.823649
0.050001	0.342315	0.699697
0.100000	0.047157	1.183388
0.130000	1.693093	1.165989
0.150000	0.967522	0.918235
0.150000	2.228395	1.120836
0.195000	1.278103	0.710807
0.200000	2.235695	0.796449
