20.000000	53
0.050000	0.109455	0.208289
0.095001	0.161219	0.265886
0.100000	0.172064	0.673157
0.104999	0.460956	0.528578
0.145000	0.597270	0.736142
0.150000	1.585359	1.036721
0.195001	0.771845	0.720616
0.200000	1.959294	0.995434
0.245001	0.398305	1.181248
0.249999	1.653447	0.924808
0.270000	2.059963	1.188404
0.295001	0.174088	1.368904
0.300000	2.229394	1.225730
0.345001	0.662785	0.952527
0.349999	1.166556	0.735462
0.370000	1.309670	0.654421
0.380001	0.307250	0.817139
0.395001	0.822853	0.442809
0.400000	1.516854	0.802132
0.444999	0.945723	0.408551
0.445001	0.580414	0.442541
0.495000	0.698514	0.396501
0.495001	0.704921	0.458215
0.544999	0.856931	0.440607
0.545001	1.114929	0.622376
0.594999	1.702429	0.676401
0.595000	1.365571	0.933722
0.645000	2.342962	1.239040
0.645001	1.294616	1.606414
0.670000	3.324061	2.055878
0.694999	4.410833	2.732691
0.695000	0.675298	3.075278
0.740001	0.452494	3.251531
0.745000	4.533109	2.746457
0.754999	5.198341	3.672721
0.790001	0.996770	3.372922
0.794999	5.405369	3.299437
0.840000	0.747083	3.558751
0.845002	5.275366	3.546076
0.890001	0.571973	3.311229
0.895000	4.472208	2.745767
0.940000	1.553497	2.077975
0.990000	2.595803	1.234587
1.040000	2.611511	1.019925
1.085000	2.159734	0.563287
1.090000	2.094171	0.574413
1.140000	1.521599	0.582751
1.190001	1.305064	0.488210
1.240001	1.383113	0.329732
1.290000	1.301231	0.190160
1.335001	1.150295	0.164218
1.340001	1.137026	0.170824
1.385001	0.966658	0.241307
30.000000	387
0.050000	0.075293	0.115487
0.050001	0.072438	0.350422
0.100000	0.139239	0.801944
0.100000	0.264803	0.709014
0.110000	0.743040	0.620521
0.150000	1.820511	1.193051
0.150001	0.792611	1.040409
0.200000	1.065353	0.848830
0.204999	2.531525	1.312019
0.250000	2.227493	1.304416
0.250001	0.792757	0.979588
0.300000	1.293144	0.959790
0.300000	0.284394	0.922369
0.350000	0.488386	0.428694
0.350000	0.195423	0.489666
0.400000	0.225879	0.185656
0.400000	0.080900	0.697126
0.445000	0.550191	0.562619
0.449999	0.311612	1.147287
0.495001	1.643675	1.071131
0.500000	0.992167	1.358050
0.545000	2.665876	1.365274
0.545000	1.690533	1.554569
0.550001	3.579409	1.501086
0.594999	2.569697	1.259212
0.595001	4.643180	1.765042
0.644999	3.057669	0.929588
0.645001	4.351421	1.078403
0.694999	3.248832	0.988920
0.695001	3.728707	0.639314
0.730000	3.687506	0.614865
0.744999	4.748367	1.231864
0.745001	3.143400	0.902352
0.795000	4.147894	0.623679
0.795001	3.423715	0.692399
0.844999	3.907136	0.389107
0.845001	3.735685	0.274282
0.895000	3.857028	0.264963
0.895001	3.946696	0.333869
0.944999	4.044708	0.325990
0.945001	4.272928	0.514825
0.985001	4.652844	0.669438
0.990000	4.319256	0.748612
0.994999	5.327586	0.707536
0.995001	5.706178	0.915021
1.044999	4.802405	0.533344
1.045001	5.313745	0.515793
1.090000	4.770028	0.465083
1.095000	4.458652	0.606597
1.140000	4.921599	0.377811
1.140001	4.839533	0.424591
1.190000	5.408425	0.504436
1.190001	5.392387	0.354007
1.210003	5.383357	0.291478
1.240000	5.157144	0.220856
1.240000	4.981340	0.412655
1.290000	5.360756	0.261326
1.290001	5.382189	0.638633
1.340000	5.577652	0.577431
1.390000	5.780659	0.636729
1.440000	6.809896	1.172259
1.440000	5.586976	0.809940
1.489999	6.760145	1.579119
1.490000	5.350086	1.162942
1.505001	4.601863	1.389746
1.540000	4.315341	1.512560
1.589999	6.869510	2.198482
1.590001	4.182849	1.606017
1.620000	4.079038	1.662703
