0.050000	0.040491
0.050000	0.485041
0.100000	0.218785
0.150000	0.711068
0.164999	0.342200
0.200000	1.122703
0.244999	0.371067
0.250000	0.838234
0.280000	1.182161
0.295000	1.404844
0.300000	1.755319
0.300000	0.427327
0.345000	0.628903
0.349999	0.689844
0.394999	1.306979
0.400000	0.069793
0.444999	1.715020
0.449999	0.332823
0.469999	0.411549
0.494999	1.299147
0.544999	1.212330
0.544999	0.765091
0.595000	1.685304
0.644999	1.807741
0.694999	1.678639
0.744999	1.555816
0.784999	1.591448
0.794999	2.626533
0.794999	0.900057
0.839999	1.265583
0.844999	2.183550
0.890000	1.332345
0.894999	2.122200
0.939999	1.647524
0.945001	2.094961
0.990000	2.405997
0.994999	3.508410
1.039999	2.212995
1.044999	2.710909
1.069999	2.802745
1.090000	3.283860
1.090000	2.798227
1.134999	3.332517
1.140000	2.412757
1.190000	2.183859
1.190000	4.565211
1.240000	2.306085
1.265000	5.865479
1.290000	2.540621
1.340000	2.564228
1.340000	7.448228
1.390000	2.686644
1.430003	8.061275
1.440000	2.864486
1.440000	8.069006
1.454999	3.736711
1.485000	8.095650
1.490000	4.032038
1.534999	8.150059
1.540000	3.711067
1.585003	8.165679
1.590000	2.445465
1.634999	8.254745
1.640000	2.057809
1.684999	2.942706
1.684999	8.284025
1.690000	3.055766
1.734999	4.458771
1.784999	4.788548
1.835000	3.989971
1.870000	3.331189
1.884999	3.168642
1.934999	8.283290
1.935000	3.076170
1.940000	3.097486
1.984999	8.280983
2.034999	8.390589
2.080000	8.486525
2.085000	8.502015
2.129999	8.711759
2.180000	8.944398
2.204999	9.034419
2.230000	9.130961
2.280000	9.316063
2.330000	9.488587
2.380000	9.678328
2.405000	9.694803
2.429999	9.778656
2.480000	10.162499
2.529999	10.504101
2.580000	10.985791
2.630000	11.396819
2.680000	11.709360
2.704999	12.189266
2.724999	12.722207
2.774999	12.652002
2.824999	12.646902
2.844999	12.425494
2.874999	12.358901
2.924999	12.808018
2.974999	13.349910
3.024999	14.177353
3.074999	14.751503
3.125000	15.008259
3.175000	14.980037
3.224999	14.862448
3.240000	14.827348
3.275000	14.761862
3.320000	14.440326
3.370000	14.239966
3.420000	14.063785
