20.000000	44
0.049999	0.009452	0.192173
0.050000	0.214098	0.572515
0.079999	0.271111	0.511135
0.095001	0.030564	0.855387
0.100000	1.324178	0.894534
0.145001	0.531429	0.961504
0.149999	1.571284	0.790344
0.160000	1.635576	0.498703
0.195000	2.047814	0.764249
0.200000	1.592803	0.249824
0.245000	1.650265	0.284119
0.249999	1.382283	0.389360
0.285000	1.249985	0.363094
0.295000	1.951499	0.586566
0.300000	1.287241	0.299228
0.345000	1.297547	0.297409
0.349999	1.414291	0.310677
0.395001	1.023958	0.665842
0.399999	1.408055	0.463943
0.405001	1.743470	0.462497
0.445000	2.327152	0.746037
0.449999	1.825707	0.454037
0.495000	2.187781	0.350911
0.495001	1.897245	0.509027
0.544999	2.643043	0.629758
0.545001	1.872784	0.660426
0.595000	2.747828	0.588253
0.595000	2.056716	0.624850
0.644999	2.933124	0.606348
0.645001	2.494634	0.603349
0.690001	2.783016	0.552045
0.694999	3.186887	0.738621
0.740000	3.577984	0.741836
0.744999	3.415654	0.991899
0.790000	4.723555	1.256780
0.794999	3.646237	1.269002
0.840001	5.328894	1.461153
0.845000	3.121796	2.041191
0.875000	5.956514	1.903273
0.890000	6.157358	1.996444
0.894999	3.312947	2.192976
0.940001	6.925529	2.565647
0.944999	3.856783	1.937296
0.949999	3.939610	1.762127
30.000000	54
0.050000	0.101143	0.683117
0.100001	0.456947	0.522205
0.100001	0.525797	0.944215
0.150000	1.146618	0.769818
0.150001	1.152510	0.688836
0.155000	2.395141	1.159695
0.200001	1.353487	0.691062
0.250000	1.773666	0.506757
0.250001	2.421535	0.581682
0.295001	1.969842	0.697027
0.300001	2.139697	0.555307
0.310000	2.852243	0.653078
0.345000	3.188528	0.916338
0.345001	2.126881	0.592913
0.395000	2.182941	0.785445
0.435000	2.739728	0.568641
0.445000	2.404624	0.775313
0.445001	3.554099	0.907231
0.455000	3.266609	0.710209
0.495000	3.546454	0.895747
0.495001	2.558545	0.708155
0.545000	2.107540	0.942434
0.545000	2.925497	0.660588
0.595000	2.108666	1.302578
0.595001	3.128677	0.854599
0.615000	3.774303	0.940538
0.645000	4.452997	1.342797
0.695000	2.833798	1.138354
0.695001	3.999799	0.667051
0.725000	3.922812	0.991916
0.745000	4.112968	1.017849
0.745001	5.017253	1.096024
0.795001	5.710673	1.185124
0.795001	5.190218	1.351886
0.845000	6.926736	1.472826
0.845001	6.379618	1.653981
0.855000	7.442806	1.700365
0.890000	9.002599	1.786967
0.895000	8.878022	1.861950
0.940000	9.969425	1.974388
0.940001	11.144336	1.746929
0.975000	11.359236	2.323253
0.990000	13.370533	2.121913
0.990000	12.629192	1.991386
1.040000	15.671165	2.502902
1.040001	14.147569	2.499180
1.065000	15.434095	2.638055
1.090000	17.110021	2.293138
1.140000	18.818066	2.731230
1.140001	19.666967	2.228370
1.190000	20.015249	1.523158
1.240001	21.352156	1.500259
1.240001	20.954142	0.826115
1.275000	21.136106	0.667360
40.000000	73
0.049999	0.010464	0.341129
0.050000	0.018159	0.662152
0.099999	0.449049	0.503045
0.100001	0.406306	0.691968
0.150000	1.208704	0.695305
0.150001	1.004338	0.620722
0.199999	1.656210	0.638832
0.200000	1.351357	0.525996
0.249999	2.033249	0.595683
0.250001	1.494707	0.581789
0.294999	2.321302	0.786650
0.295000	1.732863	1.190420
0.345000	2.471555	0.898456
0.349999	3.600773	1.446522
0.394999	3.726510	1.466152
0.395000	1.785395	1.264596
0.445000	1.914987	1.203685
0.445003	3.194794	1.046005
0.495000	2.025569	0.787085
0.495000	2.865106	0.643914
0.540001	2.107623	0.824060
0.545000	3.277951	0.809341
0.545000	2.699913	0.388548
0.594999	2.876729	0.399641
0.595000	2.706528	0.427529
0.645000	3.102763	0.547265
0.694999	3.184055	0.757603
0.695000	2.109775	1.338942
0.724999	3.761531	1.087466
0.744999	4.459646	1.741055
0.745000	2.008822	1.602010
0.794999	3.962490	1.175701
0.795001	2.386592	1.246174
0.844999	3.541917	0.878411
0.845000	2.725991	1.003151
0.890000	3.358195	0.631136
0.894999	3.802901	0.702314
0.939999	4.198609	0.807566
0.940001	3.687576	1.153574
0.990000	4.970794	0.925718
0.990001	4.353762	1.637432
1.039999	6.035128	1.497094
1.040000	5.116701	2.304099
1.089999	7.793156	2.284655
1.090001	6.241938	3.313944
1.140000	9.804643	3.536860
1.190000	9.461097	3.131481
1.190000	12.496722	4.021503
1.239999	15.187505	3.976452
1.240001	11.349810	5.412206
1.289999	18.232100	4.549239
1.290001	13.820648	5.733752
1.339999	21.482448	6.011928
1.340000	16.083202	6.228382
1.389999	24.116224	6.188847
1.390001	18.510462	6.423904
1.439999	27.193856	6.728399
1.440001	20.732520	6.366669
1.489999	29.515532	6.440804
1.490000	23.172750	5.636856
1.504999	30.830785	5.767153
1.534999	31.332097	4.884854
1.535000	24.924758	5.687418
1.584999	32.272132	4.701722
1.585001	25.754736	5.449959
1.634999	32.696690	4.960962
1.635000	26.524491	5.254535
1.685000	33.181499	4.628788
1.734999	33.446282	4.233282
1.735000	27.832147	3.996381
1.784999	33.582478	4.143710
1.785000	28.207596	3.765936
1.835000	28.712504	2.872085
50.000000	91
0.050000	0.094936	0.234626
0.050000	0.005282	0.658482
0.100000	0.319822	0.579971
0.100001	0.421336	0.694299
0.150000	1.211234	0.747756
0.150001	1.172701	0.652938
0.200000	1.610400	0.572062
0.200000	1.777929	0.376325
0.250000	2.013324	0.464447
0.250001	1.519130	0.378355
0.300001	1.669188	0.270122
0.300001	1.928456	0.269469
0.345000	2.110158	0.342768
0.350001	1.821998	0.430947
0.395001	2.314932	0.302564
0.400000	2.166620	0.323082
0.445000	2.618754	0.420499
0.450001	2.288809	0.391858
0.495000	2.679444	0.330481
0.500001	2.748422	0.273584
0.545000	2.946836	0.325501
0.550000	3.079174	0.263933
0.595001	3.008245	0.224804
0.600000	3.212457	0.265909
0.645000	3.408526	0.501128
0.645000	3.166307	0.621408
0.695000	3.716095	0.678461
0.745000	4.431448	0.812043
0.745000	3.739242	1.160544
0.795000	4.980640	1.260675
0.795001	4.562011	1.795350
0.845000	5.987623	1.825963
0.855000	7.195316	1.881404
0.895000	7.644832	1.925779
0.895001	8.762218	2.012413
0.940001	9.493844	1.858640
0.945000	9.910259	2.406511
0.990000	12.085388	2.305076
0.995000	11.638701	2.998915
1.040001	14.427506	2.824288
1.045000	14.010082	2.940990
1.090000	17.363437	3.398244
1.095000	16.750696	2.743109
1.100000	18.872022	2.615788
1.140000	21.105071	2.726084
1.145000	19.649598	2.747653
1.155000	21.118935	2.741309
1.190000	23.231964	2.982166
1.195001	24.028940	3.672041
1.240001	26.113719	3.220543
1.290000	27.985729	2.976967
1.340000	29.740236	3.091717
1.340001	28.938016	2.175833
1.350001	30.711524	1.883194
1.390001	32.370160	2.024063
1.390001	30.926356	1.977858
1.440000	33.350199	1.611968
1.440000	32.668079	1.797222
1.490000	33.838177	1.612748
1.490001	34.393819	1.663457
1.540000	36.051137	2.008261
1.540001	34.398395	2.323979
1.585000	37.472740	2.180617
1.590000	35.453489	2.511552
1.635001	38.733718	2.703595
