20.000000	47
0.050000	0.021863	0.209594
0.050001	0.023512	0.744441
0.060001	0.317588	0.582481
0.100000	0.232416	0.896544
0.100000	1.468035	1.052684
0.149999	0.755425	1.044340
0.150001	1.943329	1.014246
0.170002	2.457081	0.930473
0.200000	1.879735	1.100614
0.200000	3.100888	0.774804
0.204999	3.013028	0.601678
0.250000	3.580058	0.834194
0.250001	2.755990	0.702315
0.255000	3.441232	0.368714
0.295000	3.766303	0.533039
0.300000	3.533854	0.401046
0.345001	3.270176	0.258732
0.349999	3.272825	0.254672
0.395000	3.134257	0.207282
0.400000	3.074617	0.460152
0.445000	3.135003	0.452352
0.449999	3.372759	0.712408
0.474999	4.121906	0.792600
0.495000	3.552839	0.889961
0.500000	4.872494	0.880194
0.545000	4.621958	0.657035
0.549999	4.709053	0.756132
0.594999	4.942477	0.861925
0.595000	5.633896	1.218112
0.644999	5.781183	1.194058
0.645000	6.707097	1.189135
0.675000	7.951636	1.558947
0.690000	6.835636	1.493352
0.694999	8.047206	1.247857
0.695000	9.253802	1.292302
0.744999	8.756917	1.244788
0.745000	10.074617	1.210236
0.795000	8.936639	1.090975
0.825001	10.513746	1.212076
0.844999	9.191587	1.202262
0.845000	10.714617	1.199156
0.894999	9.391353	1.027111
0.895000	11.120376	1.391405
0.944999	9.623285	0.846203
0.994999	9.876881	0.649210
1.044999	10.143596	0.575444
1.095000	10.312664	0.480879
30.000000	66
0.050000	0.018485	0.304224
0.050000	0.041074	0.510701
0.100000	0.304406	0.530187
0.100000	0.460520	0.720458
0.145001	0.934088	0.674731
0.150000	1.217381	0.849133
0.194999	1.846722	0.827715
0.195001	1.566681	0.802014
0.200000	2.741016	0.903313
0.245001	2.133012	0.593207
0.250000	2.815262	0.699560
0.295001	2.598300	0.578048
0.300000	2.943596	0.768013
0.319999	3.733317	0.764894
0.345001	3.158129	0.837222
0.349999	4.384650	0.857574
0.395001	3.756838	0.558934
0.400000	4.443648	0.675451
0.440000	4.483404	0.558227
0.445001	4.105676	0.731920
0.449999	5.146395	0.640251
0.494999	5.348411	0.702697
0.495001	4.561923	0.878590
0.544999	5.392568	0.838031
0.545000	5.441942	0.855740
0.579999	5.975709	1.034145
0.594999	7.158571	1.213687
0.595001	6.055461	1.264548
0.644999	7.520851	1.207780
0.645000	6.999271	1.251130
0.654999	8.281830	1.273536
0.695000	9.319513	1.396509
0.695001	8.083373	1.741588
0.740001	9.479504	1.227748
0.745000	9.992042	1.604296
0.790000	11.224050	1.755358
0.794999	11.005560	2.015503
0.840000	12.914289	1.865352
0.844999	12.300106	2.330771
0.890000	14.961645	2.279993
0.894999	14.040632	2.451132
0.940000	16.689956	2.402957
0.944999	15.616487	2.487504
0.990001	18.666612	2.870408
0.994999	17.245786	2.509042
1.005000	20.210365	2.812845
1.040000	21.895141	2.868661
1.044999	18.789873	2.765233
1.090001	23.426060	2.875782
1.094999	20.310678	3.257144
1.140000	21.623122	2.539120
1.150000	25.002732	2.712742
1.190000	25.349234	3.110484
1.190000	22.236902	2.221171
1.240000	25.681629	2.409231
1.240000	22.372235	2.276113
1.290000	22.300087	2.384140
1.290001	25.725386	2.774458
1.340000	22.323554	2.354679
1.385001	25.605763	2.330873
1.389999	22.316468	2.665678
1.395001	25.627906	2.350226
1.435001	25.354421	2.166049
1.440000	22.314006	2.385251
1.485001	25.180920	2.056600
1.489999	22.270710	2.448161
40.000000	67
0.050000	0.003235	0.732333
0.099999	0.363935	0.628771
0.100000	0.421913	1.051710
0.120000	1.144963	0.962568
0.145001	1.279325	1.053625
0.150000	2.445243	1.182921
0.195000	2.334121	0.829587
0.200001	2.891046	0.890043
0.215001	3.465426	0.906726
0.245002	2.349253	1.060975
0.250000	3.902507	0.991779
0.294999	2.545923	1.218567
0.300000	4.011514	1.103051
0.305000	4.552779	1.337385
0.344999	2.643539	1.396958
0.350000	4.473101	1.018053
0.394999	3.024134	1.134676
0.400000	4.283879	0.903978
0.444999	3.754369	1.140763
0.450000	4.035871	0.991856
0.455000	4.781562	1.091761
0.494999	6.065965	1.668575
0.495001	4.282799	1.808907
0.544999	6.623933	1.633711
0.545001	4.617032	2.343593
0.594999	7.531004	2.384077
0.595001	5.217850	2.774585
0.630000	8.843566	2.924667
0.644999	10.207679	3.343684
0.645001	5.893868	4.457531
0.694999	11.676997	3.768913
0.695001	6.687778	5.218543
0.744999	13.468561	5.104127
0.745001	8.003524	5.738105
0.794999	15.506886	5.790684
0.795001	9.502887	6.148688
0.840000	17.694466	6.383350
0.845000	10.802981	6.675732
0.890000	19.702069	6.786624
0.895001	12.483129	5.366058
0.940000	21.483159	7.040147
0.945000	13.886863	5.601322
0.950000	15.258457	5.733054
0.990000	23.123997	6.109086
0.995001	16.634981	4.433200
1.040000	24.484250	6.501260
