20.000000	41
0.050000	0.024160	0.190354
0.050001	0.023228	0.465540
0.095001	0.201232	0.477893
0.100000	0.302277	0.632906
0.145003	0.893490	0.772839
0.150000	0.968980	0.694866
0.165001	1.503928	0.682469
0.195001	2.165984	0.911101
0.200000	1.341018	0.464985
0.245000	1.980328	0.549323
0.250000	1.285522	0.478332
0.295001	1.540892	0.268602
0.300000	1.298762	0.483042
0.345000	1.500860	0.332709
0.345001	1.268157	0.699665
0.395001	2.212471	0.914007
0.395001	1.622581	1.197544
0.415000	2.606203	1.004092
0.445000	3.721270	1.390660
0.445001	3.279162	1.251367
0.495001	3.806225	0.915081
0.545001	5.585833	2.245601
0.545001	3.915085	2.330092
0.595001	4.153089	3.610407
0.645001	9.252963	4.145243
0.645001	4.819920	4.559428
0.690001	11.190639	4.748916
0.695001	5.826264	5.227627
0.720000	12.707650	5.098372
0.740000	14.410514	5.517780
0.745001	7.006992	6.583219
0.790001	15.655875	5.485715
0.795001	8.137109	6.555458
0.840000	16.766527	6.114650
0.845001	9.512025	6.002327
0.885001	17.319825	6.453314
0.890001	17.437967	6.059683
0.895001	9.858708	5.485295
0.940000	10.348514	5.622963
0.945001	10.414601	5.186884
0.990000	18.028666	7.825321
30.000000	63
0.050000	0.006282	0.204729
0.050000	0.013052	0.452862
0.099999	0.231062	0.731701
0.100000	0.280452	0.705219
0.125000	0.850464	0.702281
0.150000	1.711867	0.979151
0.150000	0.959444	0.757955
0.199999	1.742356	0.583899
0.200000	1.262861	0.754509
0.215000	2.264402	0.811191
0.250000	1.376531	0.708373
0.250002	2.632573	0.928505
0.299999	2.050407	0.514420
0.300000	1.586156	0.806082
0.325000	2.245882	0.435678
0.350000	2.754119	0.738197
0.395000	2.449156	0.505767
0.400000	1.780813	0.695766
0.445000	2.420013	0.372786
0.450000	1.992888	0.634758
0.494999	2.697704	0.566022
0.500000	2.189323	0.809169
0.545000	3.195619	0.739107
0.550000	2.661012	0.878315
0.594999	3.720057	0.965089
0.595001	3.294220	0.967524
0.645000	4.272364	1.052700
0.695000	4.887210	0.971430
0.695001	4.531242	1.278756
0.745000	5.803946	1.036445
0.745001	5.532998	1.446747
0.795000	6.868775	1.395076
0.795001	6.461298	1.839406
0.845000	8.434456	1.761589
0.845000	7.692067	2.172210
0.895000	10.126327	2.114358
0.895001	9.099623	2.416455
0.945000	11.894494	2.359196
0.945001	10.775968	2.522652
0.989999	13.675245	2.502773
0.995001	12.506504	2.578968
1.039999	15.498130	2.574309
1.045001	14.292649	2.572376
1.089999	17.305574	2.580962
1.095001	16.184305	2.336227
1.140000	18.985405	2.510996
1.145001	18.022154	1.799876
1.155000	20.211396	1.977415
1.189999	20.631540	1.327654
1.190000	19.758996	1.197853
1.240000	20.964087	0.644007
1.240001	20.537296	0.653150
1.289999	21.361648	0.766502
1.290000	21.101530	0.410113
1.340000	21.411896	0.395746
1.340001	21.582686	0.288703
1.345001	21.627276	0.297275
1.389999	21.430774	0.250997
1.390001	21.989496	0.482437
1.439999	21.438511	0.243109
1.489999	21.491765	0.226210
1.519999	21.503411	0.245616
1.539999	21.529542	0.058869
40.000000	80
0.019999	0.002929	0.258886
0.045000	0.010492	0.504869
0.069999	0.354106	0.661539
0.095000	0.281646	0.681174
0.119999	0.920392	0.782635
0.139999	1.627229	0.904595
0.145000	0.921132	0.745169
0.169999	2.192748	0.916361
0.194999	1.226834	0.521495
0.219999	1.765934	0.477603
0.245000	1.586576	0.371984
0.269999	1.384757	0.272466
0.294999	1.697565	0.316871
0.319999	1.088426	0.644438
0.345000	1.605663	0.699926
0.369999	1.368773	0.821065
0.375000	2.287865	0.821784
0.395000	3.052413	1.155895
0.420000	1.719050	0.963324
0.445000	2.916437	0.697541
0.469999	2.211018	0.903559
0.495000	3.010597	0.705618
0.519999	3.668485	0.769524
0.545000	3.040102	0.518024
0.569999	3.497843	0.421220
0.595000	3.588372	0.397144
0.619999	3.169910	0.803697
0.639999	4.185424	0.734544
0.664999	3.272865	1.162754
0.689999	4.761829	1.082563
0.715000	3.725188	1.372210
0.739999	5.451734	1.359818
0.764999	4.131270	1.781327
0.789999	6.306053	1.644595
0.815001	4.806177	2.190644
0.839999	7.529424	2.111512
0.865000	5.704814	2.535550
0.889999	8.983259	2.570761
0.915000	6.608608	2.999976
0.939999	10.449369	3.130922
0.965000	7.736432	3.278882
0.989999	12.146838	3.474669
1.000000	13.476397	3.525496
1.015000	9.122403	4.401008
1.039999	15.065734	3.648792
1.065000	10.440999	4.379931
1.089999	16.131393	4.322504
1.115000	11.750744	4.408250
1.139999	17.417121	4.272874
1.165000	13.195598	4.296226
1.189999	18.857496	4.295079
1.195000	20.104421	4.101195
1.215000	14.754017	5.093124
1.240000	21.624293	4.043870
1.259999	16.433765	4.628470
1.285000	22.351594	4.435930
1.309999	17.952660	4.262931
1.334999	23.359936	4.087710
