no,1,0.74,2.8451236666666664,3.1907565,2.851736,2.4499506,2.1922745
no,1,0.79,2.5050398,2.8451236666666664,3.1907565,2.851736,2.4499506
no,1,0.84,1.58522,2.5050398,2.8451236666666664,3.1907565,2.851736
no,1,0.89,1.097772,1.58522,2.5050398,2.8451236666666664,3.1907565
no,1,0.94,0.9440456666666667,1.097772,1.58522,2.5050398,2.8451236666666664
no,1,0.99,1.0404585,0.9440456666666667,1.097772,1.58522,2.5050398
no,1,1.04,1.33918,1.0404585,0.9440456666666667,1.097772,1.58522
no,1,1.089999,1.630158,1.33918,1.0404585,0.9440456666666667,1.097772
no,1,1.14,1.7079935,1.630158,1.33918,1.0404585,0.9440456666666667
no,1,0.745,2.872218,2.7522565,2.311181,2.4303836666666663,2.8340769999999997
no,1,0.79,2.8732295000000003,2.872218,2.7522565,2.311181,2.4303836666666663
no,1,0.84,3.4560105,2.8732295000000003,2.872218,2.7522565,2.311181
no,1,0.89,3.6432294,3.4560105,2.8732295000000003,2.872218,2.7522565
no,1,0.94,3.79650925,3.6432294,3.4560105,2.8732295000000003,2.872218
no,1,0.99,4.193247333333334,3.79650925,3.6432294,3.4560105,2.8732295000000003
no,1,1.04,3.360914,4.193247333333334,3.79650925,3.6432294,3.4560105
no,1,1.09,3.603449,3.360914,4.193247333333334,3.79650925,3.6432294
no,1,1.139999,3.673992,3.603449,3.360914,4.193247333333334,3.79650925
no,1,1.189999,2.1080265,3.673992,3.603449,3.360914,4.193247333333334
no,1,1.239999,1.9424977500000002,2.1080265,3.673992,3.603449,3.360914
no,1,1.29,1.4609276,1.9424977500000002,2.1080265,3.673992,3.603449
no,1,1.34,1.9640165,1.4609276,1.9424977500000002,2.1080265,3.673992
no,1,1.39,2.314387,1.9640165,1.4609276,1.9424977500000002,2.1080265
no,1,1.435,1.834388,2.314387,1.9640165,1.4609276,1.9424977500000002
no,1,1.484999,1.817507,1.834388,2.314387,1.9640165,1.4609276
no,1,1.534999,1.911197,1.817507,1.834388,2.314387,1.9640165
no,1,0.739999,2.6356395,2.546119,1.6383,1.8448686000000003,1.9312340000000001
no,1,0.79,2.032588666666667,2.6356395,2.546119,1.6383,1.8448686000000003
no,1,0.84,2.9796190000000005,2.032588666666667,2.6356395,2.546119,1.6383
no,1,0.89,3.03934525,2.9796190000000005,2.032588666666667,2.6356395,2.546119
no,1,0.94,2.5268450000000002,3.03934525,2.9796190000000005,2.032588666666667,2.6356395
no,1,0.985001,3.10178725,2.5268450000000002,3.03934525,2.9796190000000005,2.032588666666667
no,1,1.04,2.8438090000000003,3.10178725,2.5268450000000002,3.03934525,2.9796190000000005
no,1,1.09,2.5258433333333334,2.8438090000000003,3.10178725,2.5268450000000002,3.03934525
no,1,1.14,2.770057,2.5258433333333334,2.8438090000000003,3.10178725,2.5268450000000002
no,1,1.189999,3.5322257500000003,2.770057,2.5258433333333334,2.8438090000000003,3.10178725
no,1,1.24,3.1319749999999997,3.5322257500000003,2.770057,2.5258433333333334,2.8438090000000003
no,1,1.285001,3.83845025,3.1319749999999997,3.5322257500000003,2.770057,2.5258433333333334
no,1,1.334999,3.7929505,3.83845025,3.1319749999999997,3.5322257500000003,2.770057
no,1,1.384999,3.42745,3.7929505,3.83845025,3.1319749999999997,3.5322257500000003
no,1,1.434999,3.736981,3.42745,3.7929505,3.83845025,3.1319749999999997
no,1,1.485001,3.132009,3.736981,3.42745,3.7929505,3.83845025
no,1,1.534999,1.8654730000000004,3.132009,3.736981,3.42745,3.7929505
no,1,1.585,2.2370209999999995,1.8654730000000004,3.132009,3.736981,3.42745
no,1,1.634999,1.8877712500000001,2.2370209999999995,1.8654730000000004,3.132009,3.736981
