20.000000	230
0.044999	0.020005	0.306006
0.050002	0.013349	0.618084
0.094999	0.425283	0.463975
0.100000	0.361509	0.578377
0.144999	1.125628	0.646006
0.150000	0.923150	0.430758
0.194999	1.292042	0.425785
0.194999	1.477378	0.390952
0.245000	1.179573	0.268829
0.245000	1.186717	0.371434
0.294999	0.949515	0.347990
0.294999	0.717463	0.384088
0.344999	0.511672	0.509339
0.344999	1.254798	0.703218
0.394999	0.459641	1.380627
0.444999	1.070124	1.036831
0.444999	2.423795	1.191992
0.495000	3.010080	1.537487
0.495000	1.438360	1.294155
0.524999	2.032170	0.887912
0.544999	3.390451	1.042360
0.545000	2.957821	0.956397
0.594999	2.784688	0.799228
0.594999	3.796279	0.739478
0.640000	4.142059	1.025014
0.644999	2.844745	1.053273
0.689999	4.400399	0.906697
0.694999	3.051317	1.288079
0.704999	4.110255	0.876539
0.740000	4.820667	0.814857
0.744999	4.679360	0.739483
0.789999	5.097323	0.593475
0.790000	4.545822	0.295978
0.840000	4.372583	0.425400
0.844999	4.855790	0.295717
0.860000	4.590549	0.335718
0.889999	4.766823	0.602794
0.889999	5.097691	0.931931
0.940000	5.108342	0.924720
0.940000	6.093338	1.030263
0.984999	7.045603	1.423348
0.989999	5.258604	1.513344
0.990000	7.115043	1.319844
1.040000	7.754957	2.140117
1.040000	5.646388	1.656320
1.064999	5.273734	1.868942
1.089999	4.635085	2.148590
1.090000	8.569636	3.328652
1.140000	5.306432	1.407256
1.190000	5.411629	1.549169
1.240000	5.257687	1.741289
1.290000	4.429787	1.004186
1.340000	3.730931	1.063481
1.364999	3.212927	1.003987
1.390000	3.140116	0.587676
1.435000	3.006756	0.406519
1.484999	2.948339	0.466128
1.504999	3.141397	0.444533
1.534999	3.627471	0.473015
1.585000	3.781983	0.503329
1.634999	3.836837	0.498090
1.684999	4.065619	0.506466
1.734999	4.336413	0.585451
1.784999	4.646879	0.662347
1.834999	4.961773	0.658674
1.885000	5.305305	0.606278
1.934999	5.651426	0.548768
1.984999	5.808027	0.416942
2.029999	5.890644	0.275801
2.080000	5.998695	0.245990
2.129999	5.888452	0.124639
2.180000	5.695594	0.198790
2.230000	5.697999	0.209334
2.280000	5.855046	0.105617
2.330000	5.906694	0.124986
2.380000	5.958788	0.124551
2.430000	5.902956	0.030715
2.480000	5.891955	0.030825
2.530000	5.895496	0.039281
2.579999	5.895394	0.054291
2.630000	5.921476	0.067643
2.674999	5.962644	0.088120
2.725000	6.006809	0.115356
2.774999	6.048953	0.127975
2.824999	6.125324	0.119326
2.874999	6.212658	0.121357
2.924999	6.249347	0.108274
2.974999	6.252131	0.079416
3.024999	6.305723	0.055616
3.074999	6.350679	0.061220
3.125000	6.339375	0.039833
3.174999	6.332064	0.027346
3.225000	6.347225	0.028958
3.269999	6.362464	0.034314
3.320000	6.379383	0.046758
3.370000	6.406063	0.056664
3.420000	6.418929	0.072795
3.470000	6.464721	0.080064
3.520000	6.503962	0.088587
3.570000	6.551404	0.090369
3.619999	6.593512	0.081871
3.670000	6.639833	0.076513
3.719999	6.661370	0.067802
3.770000	6.677697	0.066241
3.820000	6.709124	0.060920
3.870000	6.750108	0.054549
3.915000	6.784039	0.055829
3.964999	6.792228	0.044946
4.014999	6.761540	0.033934
4.064999	6.776573	0.068413
4.114999	6.745467	0.087566
4.165000	6.691925	0.088106
4.215000	6.637208	0.092958
4.264999	6.578111	0.092713
4.280000	6.566428	0.073500
4.315000	6.541248	0.054215
4.364999	6.503115	0.044134
4.414999	6.483512	0.047808
4.464999	6.500663	0.024824
4.510000	6.517599	0.021226
4.520000	6.524316	0.033725
4.560000	6.530724	0.036946
4.610000	6.546363	0.035706
4.659999	6.587778	0.038874
4.710000	6.590501	0.031976
4.714999	6.595638	0.026791
4.760000	6.587097	0.025559
4.810000	6.566668	0.034862
4.860000	6.566005	0.043730
4.910000	6.532578	0.049054
4.960000	6.501057	0.054723
4.964999	6.496618	0.055456
5.009999	6.449516	0.055035
5.060000	6.425064	0.070610
5.065000	6.426005	0.092629
5.110000	6.377074	0.091129
5.154999	6.298108	0.090687
5.205000	6.261114	0.086891
5.254999	6.234947	0.071759
5.300000	6.225472	0.066052
5.305000	6.224493	0.101360
5.355000	6.158641	0.105090
5.404999	6.102695	0.141881
5.454999	6.021958	0.184786
5.464999	5.985941	0.213768
5.504999	5.842709	0.196616
5.554999	5.697571	0.198809
5.605000	5.631322	0.177836
5.654999	5.628329	0.119673
5.705000	5.561488	0.086232
5.750000	5.531119	0.095465
5.800000	5.482554	0.103902
5.850000	5.463508	0.095785
5.899999	5.365775	0.094917
5.950000	5.337866	0.079563
6.000000	5.340312	0.052481
6.050000	5.319945	0.027473
6.100000	5.325403	0.019715
6.150000	5.347849	0.015297
6.154999	5.349675	0.015867
6.200000	5.354244	0.012302
6.250000	5.352373	0.003550
6.300000	5.352146	0.003101
6.310000	5.351680	0.005000
6.349999	5.358995	0.011249
6.395000	5.352006	0.007801
6.444999	5.342241	0.012401
6.495003	5.342102	0.019941
6.500000	5.340929	0.024989
6.544999	5.320893	0.024341
6.594999	5.302718	0.026568
6.644999	5.298984	0.028146
6.690000	5.282979	0.030071
6.694999	5.280582	0.035584
6.745000	5.255336	0.030223
6.770000	5.232261	0.030666
6.794999	5.219014	0.031820
6.844999	5.237387	0.029233
6.894999	5.233227	0.032960
6.944999	5.203202	0.028328
6.990000	5.180329	0.034255
7.040000	5.182256	0.027312
7.090000	5.164053	0.035003
7.140000	5.166369	0.058534
7.184999	5.211433	0.079698
7.190000	5.218569	0.109438
7.240000	5.290260	0.109107
7.290000	5.374892	0.117804
7.314999	5.409712	0.136428
7.340000	5.442880	0.146832
7.389999	5.513142	0.147281
7.440000	5.628483	0.140505
7.490000	5.689776	0.139473
7.540000	5.738750	0.144735
7.590000	5.711682	0.151426
7.614999	5.823655	0.117179
7.634999	5.967423	0.153441
7.685000	5.938623	0.128535
7.735000	5.927711	0.113287
7.760000	5.989655	0.079522
7.784999	6.114277	0.119093
7.834999	6.088446	0.080348
7.884999	6.065263	0.050313
7.934999	6.085341	0.042567
7.984999	6.132321	0.067358
8.034999	6.105665	0.094350
8.084999	6.169016	0.073091
8.090000	6.260914	0.104861
8.135000	6.255797	0.099934
8.185000	6.229978	0.078735
8.230000	6.134790	0.083936
8.280000	6.135319	0.082991
8.330000	6.112362	0.089407
8.360000	6.181243	0.052397
8.380000	6.258662	0.089754
8.430000	6.195723	0.054365
8.455002	6.216709	0.031490
8.480000	6.259919	0.048866
8.529999	6.241015	0.062368
8.580000	6.210925	0.087765
8.630000	6.334618	0.082324
8.680000	6.344322	0.093585
8.724999	6.309829	0.062485
8.730000	6.233063	0.103678
8.780000	6.242248	0.096698
8.830000	6.346976	0.071473
8.874999	6.384225	0.123568
8.905000	6.341783	0.085207
8.924999	6.284433	0.079048
8.974999	6.195918	0.146709
30.000000	293
0.050000	0.037135	0.531016
0.050001	0.011135	0.652279
0.100000	0.318870	0.506569
0.150000	0.912282	0.568245
0.150003	0.902444	0.437378
0.200000	0.964076	0.403631
0.249999	0.844831	0.276635
0.250000	0.977223	0.461835
0.300000	0.228995	0.526066
0.300000	0.644107	0.328483
0.349999	0.211946	0.440365
0.350001	0.320756	0.347516
0.370000	0.824425	0.435283
0.400000	0.149857	0.645495
