20.000000	81
0.050000	0.004018	0.145640
0.050000	0.005568	0.189478
0.050000	0.009647	0.201068
0.095000	0.256206	0.402448
0.100000	0.289767	0.449711
0.100000	0.260315	0.576764
0.105000	1.141323	0.631718
0.144999	0.861659	0.495725
0.150000	1.151627	0.511026
0.150000	0.964304	0.776392
0.160000	1.644572	0.594678
0.180000	1.792076	0.610682
0.195000	2.510841	0.835698
0.199999	1.820529	0.554511
0.200000	2.568622	0.455989
0.200000	2.283558	0.289435
0.245000	2.570567	0.353826
0.250000	2.551735	0.257695
0.290000	2.315615	0.388678
0.294999	2.772721	0.428609
0.295000	3.022155	0.621592
0.300000	2.039037	0.745336
0.300000	2.322080	0.538097
0.345000	3.303084	1.026561
0.345001	2.310911	0.452826
0.350000	2.360822	0.839766
0.350000	1.957127	1.101223
0.385000	2.521161	0.863482
0.394999	4.135847	1.722981
0.395000	1.623261	1.833225
0.400000	3.340994	1.127486
0.445000	4.737799	2.166654
0.445000	2.154815	2.054227
0.450000	3.219582	1.491411
0.450000	2.059036	2.126650
0.494999	6.131598	3.673498
0.495000	3.475882	2.191816
0.495000	1.955035	3.056811
0.500000	2.183103	4.025351
0.505000	7.439987	4.249120
0.544999	4.437047	3.697329
0.545000	9.052725	4.572534
0.549999	2.615267	6.042116
0.595000	10.531290	4.729054
0.595000	5.777927	4.515609
0.615000	11.466225	5.663901
0.644999	7.577348	3.622519
0.645000	12.367958	6.093663
0.645000	3.405713	7.115171
0.645000	4.216349	6.266975
0.690000	9.395717	4.111408
0.695000	13.629235	6.802241
0.695000	10.683140	3.949479
0.740000	6.186090	5.767693
0.744999	12.048879	4.243092
0.745000	15.081465	6.509383
0.749999	5.771232	7.178391
0.790000	7.501079	5.831490
0.795000	16.637157	7.475027
0.795000	13.635942	6.244015
0.830000	8.841255	4.985941
0.840000	8.793918	5.760360
0.844999	4.748049	9.455738
0.845000	15.685223	6.638055
0.855000	15.883881	6.151166
0.890000	18.191238	8.767879
0.890000	9.043588	7.635199
0.895000	16.654462	6.551061
0.895000	4.667567	11.134004
0.940000	18.949252	8.874858
0.940000	9.750417	7.229028
0.945000	17.639441	8.400013
0.989999	10.067265	7.184998
0.990000	19.399055	7.725500
0.995000	6.206793	10.404001
0.995000	18.518994	7.680301
1.040000	19.521753	8.759874
1.045000	7.174531	8.475841
1.045000	19.169562	8.547296
1.095000	8.140814	7.956647
1.145000	9.208633	5.901918
30.000000	91
0.049999	0.019779	0.248002
0.050000	0.018852	0.252263
0.094999	0.295107	0.343900
0.100000	0.349489	0.413268
0.100000	0.281358	0.739154
0.145000	0.955462	0.630808
0.150000	1.006688	0.927988
0.195000	1.772610	0.970837
0.200000	1.633301	0.985823
0.205000	2.803089	1.025102
0.205003	2.819346	0.730343
0.245000	3.111292	0.876815
0.250000	2.059852	0.696644
0.295000	2.630351	0.369033
0.300000	2.156661	0.713367
0.300003	2.644895	0.447306
0.325000	2.635312	0.661081
0.325001	3.356994	0.723542
0.345000	2.980246	0.500854
0.350000	3.959375	1.004127
0.350000	2.947648	0.757546
0.394999	2.565524	1.192151
0.395000	4.051631	1.378117
0.400000	2.006247	1.405704
0.415000	4.500777	1.832877
0.445000	2.161103	1.764264
0.449999	2.482416	1.674894
0.450000	5.163469	1.949413
0.455000	2.858373	1.814474
