20.000000	42
0.049999	0.001765	0.439252
0.050000	0.027786	0.557798
0.100000	0.358883	0.430534
0.150000	0.673044	0.462157
0.150000	0.875072	0.429752
0.200000	0.928525	0.352262
0.200000	1.131060	0.504382
0.250000	0.754357	0.309336
0.300000	0.398850	0.412856
0.300000	0.401647	0.352363
0.345000	0.384857	0.218996
0.350000	0.117025	0.434953
0.395000	0.486565	0.666075
0.400000	0.122808	0.844183
0.435000	0.992433	0.830249
0.445000	1.942450	1.470468
0.450000	0.036187	1.194043
0.495000	1.727586	1.011646
0.495000	0.221862	1.241245
0.510000	1.086608	0.665745
0.545000	1.604818	0.642738
0.594999	1.371511	0.850963
0.595000	1.304710	0.745137
0.630000	1.976297	0.674868
0.645000	2.958114	1.399399
0.645000	1.237586	1.001466
0.694999	2.494208	0.840466
0.695000	1.422059	0.830310
0.745000	2.183134	0.818898
0.745000	1.530109	0.641426
0.794999	1.472787	0.673440
0.794999	0.949254	0.669338
0.845000	0.658169	0.529149
0.845000	0.344521	0.577830
0.895000	0.627218	0.281004
0.895000	0.389751	0.438335
0.920000	0.773822	0.420439
0.940000	1.086909	0.423523
0.944999	1.013293	0.440799
0.990000	1.516752	0.449591
0.995000	1.388035	0.266578
1.010000	1.579288	0.346814
30.000000	57
0.045000	0.019805	0.183498
0.050000	0.005575	0.397331
0.095000	0.179985	0.417215
0.100000	0.293948	0.387706
0.145000	0.725094	0.421210
0.150000	0.890009	0.423282
0.194999	0.729172	0.226948
0.200000	0.916288	0.347527
0.245000	0.487735	0.297766
0.250000	0.749744	0.325128
0.295000	0.252210	0.672113
0.300000	0.423754	0.494037
0.305000	1.178266	0.659373
0.345000	1.291151	0.802420
0.350000	0.369129	0.513654
0.395000	0.603206	0.409100
0.400000	0.457268	0.378932
0.445000	0.256573	0.584028
0.450000	0.540189	0.439155
0.470000	0.757194	0.454816
0.495000	1.498495	0.769791
0.500000	0.857074	0.444592
0.545000	1.299390	0.309976
0.545000	1.191638	0.313077
0.595000	1.454222	0.324113
0.595000	1.191396	0.446413
0.645000	1.740682	0.415768
0.690000	1.282025	0.676418
0.695000	2.088635	0.598821
0.725000	1.597449	0.578757
0.740000	2.603727	0.778957
0.745000	2.349800	0.419516
0.790000	1.861757	0.612808
0.794999	2.574874	0.392305
0.810000	2.088263	0.782868
0.835000	2.775430	0.815148
0.840000	2.280969	0.786508
0.845000	3.765004	1.592629
0.890000	1.585544	1.259356
0.895000	3.091883	0.989295
0.915000	1.759368	1.090065
0.940000	2.338597	0.538601
0.944999	2.705285	0.563913
0.990000	2.025441	0.621538
0.995000	2.533499	0.685783
1.020000	3.192743	1.095375
1.039999	1.768357	1.154544
1.045000	3.748457	1.598722
1.090000	1.511500	1.290978
1.095000	2.921899	1.272256
1.140000	1.762870	0.973197
1.190000	1.286097	0.782488
1.239999	1.622077	0.641622
1.280000	2.056899	0.550976
1.285000	1.173209	0.653682
1.290000	2.129307	0.592973
1.335000	1.649913	0.455596
40.000000	63
0.050000	0.606949	0.490370
0.050000	0.050141	0.695576
0.100000	1.157350	0.741927
0.100000	0.277689	0.468565
0.149999	0.639695	0.364866
0.150000	0.731137	0.291852
0.200000	0.493707	0.180736
0.250000	0.489701	0.165751
0.300000	0.758815	0.273133
0.300000	0.530401	0.398339
0.305000	0.389923	0.484755
0.349999	0.418399	0.481653
0.350000	1.460233	1.057206
0.395000	0.077230	0.670857
0.400000	0.665151	0.465762
0.445000	0.427911	0.461015
0.495000	0.400957	0.194457
0.495000	0.295242	0.220533
0.545000	0.318681	0.165747
0.545000	0.584292	0.326164
0.595000	0.090058	0.330274
0.645000	0.167801	0.634085
0.695000	0.403035	0.526985
0.745000	0.550328	0.672756
0.745000	1.584998	1.009231
0.795000	0.650831	0.936381
0.795000	1.670637	0.851901
0.810000	2.454052	1.454705
0.845000	0.809189	0.855468
0.895000	0.836279	0.963178
0.945000	0.794643	1.036660
0.955000	1.766927	0.684889
0.995000	2.012866	0.711793
0.995000	1.918476	0.541902
