0.050000	0.027751
0.050000	0.018553
0.100000	0.284472
0.100000	0.284990
0.150000	1.016913
0.195000	1.091563
0.199999	1.465686
0.215000	1.888221
0.245000	2.275013
0.250000	1.636785
0.295000	1.420641
0.300000	1.641977
0.335000	1.099449
0.345000	1.624135
0.394999	1.551165
0.395000	1.107803
0.444999	0.733669
0.445000	1.684277
0.495000	0.699335
0.495000	1.799953
0.500000	1.730835
0.545000	1.984406
0.595000	2.215599
0.620000	2.840508
0.645000	3.519496
0.645000	1.830389
0.695000	3.374396
0.745000	1.931130
0.745000	3.158940
0.775000	2.027903
0.790000	1.563098
0.795000	3.232275
0.840000	0.700935
0.845000	2.656346
0.890000	0.425381
0.895000	2.012414
0.940000	1.958318
0.940000	0.730716
0.990000	2.475013
1.039999	1.284592
1.040000	2.956630
1.050000	1.298601
1.090000	3.274913
