20.000000	44
0.050000	0.114438	0.277623
0.099999	0.046528	0.668796
0.100000	0.352004	0.477567
0.150000	0.526960	0.646711
0.200000	1.255002	0.787082
0.200000	0.732248	0.914060
0.210000	1.753997	0.812616
0.250000	1.878591	0.769978
0.265000	2.213788	1.264010
0.295000	0.786244	1.161788
0.300000	2.608746	1.704929
0.345000	0.006135	1.575776
0.355000	0.758339	0.883350
0.394999	0.810836	0.876007
0.395000	1.201618	0.817603
0.445000	0.056914	0.729546
0.495000	0.831724	0.450926
0.495000	0.315453	0.449854
0.544999	0.451257	0.235222
0.545001	0.565029	0.237109
0.595000	0.437168	0.160358
0.645000	0.462603	0.375816
0.645000	0.159903	0.520403
0.695000	0.224087	0.638404
0.700000	1.291844	1.011085
0.744999	0.077006	0.769692
0.745000	1.309077	0.888127
0.795000	0.047419	0.901984
0.795000	0.805944	0.479793
0.805000	0.870670	0.385756
0.835000	0.745347	0.309790
0.845000	0.922093	0.167199
0.895000	0.851587	0.168369
0.895000	0.909090	0.327513
0.940000	0.582654	0.357161
0.945002	1.130576	0.561134
0.990000	0.232566	0.543317
0.990002	0.802878	0.535501
1.040000	0.390094	0.408962
1.040000	0.047030	0.353562
1.090000	0.097380	0.325470
1.140000	0.152178	0.136897
1.190000	0.161137	0.096814
1.240000	0.303707	0.169172
30.000000	59
0.050000	0.014295	0.176538
0.050000	0.030601	0.429594
0.100000	0.147076	0.501629
0.100000	0.289251	0.567042
0.150000	0.841447	0.526483
0.200000	0.998307	0.501766
0.200002	1.268446	0.519529
0.250000	0.949280	0.742447
0.250000	1.426417	0.753919
0.295000	0.740704	0.977426
0.300000	2.658169	1.835922
0.345000	0.432911	1.209076
0.350000	1.821695	1.092237
0.395000	0.116906	1.444637
0.400000	1.274962	0.851704
0.425000	1.427088	0.975153
0.445000	0.120161	1.259335
0.450000	2.079093	1.393313
0.495000	0.132119	1.256461
0.495000	1.743847	1.218754
0.545000	0.395146	0.971596
0.545000	1.288633	0.743100
0.595000	0.503068	0.825506
0.644999	0.755949	0.763963
0.645000	1.025472	0.608861
0.650000	1.761483	0.788233
0.695000	2.148864	0.987843
0.695000	1.101303	0.560950
0.745000	1.687030	0.548842
0.745000	1.057058	0.583438
0.794999	1.038199	0.377672
0.795000	1.033114	0.499000
0.844999	0.385787	0.563836
0.845000	0.968694	0.477016
0.895000	0.231481	0.821270
0.895000	0.884380	0.466666
0.940000	1.651272	0.907654
