20.000000	51
0.050000	0.034138	0.182233
0.050001	0.164874	0.246857
0.100000	0.315289	0.386917
0.100001	0.093202	0.587052
0.145000	0.610855	0.530606
0.145000	1.029551	0.775956
0.195000	1.023319	0.720576
0.230000	1.499448	0.640756
0.245000	2.382169	1.212165
0.245000	1.106538	0.578468
0.295000	0.958395	0.670454
0.295001	1.541660	0.601388
0.345000	1.017453	0.334042
0.345001	0.850934	0.555913
0.395000	1.114902	0.617111
0.395001	1.605722	0.759319
0.445000	1.686682	0.781155
0.445001	2.321479	0.784224
0.495000	2.941334	0.915300
0.495001	2.494235	0.850547
0.545000	3.272728	0.796455
0.595000	3.928598	1.025856
0.595001	3.386000	1.175867
0.605000	4.592688	1.013452
0.645000	5.383455	1.122250
0.645001	4.707956	1.124659
0.695000	5.965462	1.082727
0.695001	5.556371	1.607391
0.725003	6.460345	1.712038
0.740000	7.643844	1.529763
0.790000	8.624018	1.689262
0.790000	9.175367	1.378706
0.840000	9.113388	1.114847
0.840000	9.859125	1.093259
0.890000	10.130733	1.184814
0.940000	10.974383	1.326116
0.940000	11.676975	1.246123
0.990000	11.946939	1.164421
1.040000	12.896141	1.073569
1.040000	12.929415	0.752874
1.065000	13.343959	0.639367
1.090000	13.691847	0.583933
1.090000	13.265264	0.751777
1.095000	13.305652	0.789761
1.140000	14.307698	1.022314
1.190000	14.680096	1.233409
1.190000	12.470849	1.905402
1.215000	14.844370	1.293258
1.240000	15.116555	1.560717
1.240001	12.916166	1.927624
1.290000	15.386986	1.468845
30.000000	64
0.050001	0.115417	0.277087
0.050001	0.022848	0.652683
0.095001	0.533291	0.431793
0.100000	0.332543	0.611344
0.145001	1.179977	0.675351
0.150000	0.729643	0.543772
0.195000	1.420321	0.550647
0.200000	1.152908	0.328732
0.245001	1.577518	0.407637
0.250001	1.349663	0.246067
0.295001	1.574790	0.229343
0.300000	1.431972	0.231486
0.345000	1.808155	0.320339
0.350002	1.464978	0.711548
0.395000	1.793298	0.999642
0.395000	2.110685	0.858412
0.410000	3.008401	1.045165
0.445000	3.837783	1.455127
0.445001	1.958149	1.261903
0.495001	2.694096	0.813783
0.495001	3.725297	0.898831
0.545000	3.067492	0.611775
0.545001	3.600865	0.465294
0.595000	3.277690	0.369471
0.595001	3.405378	0.574867
0.645000	3.785619	0.540356
0.645002	3.720157	1.002050
0.675000	4.658564	0.923180
0.690000	4.526484	1.091774
0.695000	5.768255	1.253676
0.740000	5.465774	1.196011
0.745000	6.400270	1.507502
0.790000	7.172237	1.350352
0.795000	7.246788	2.025243
0.840000	9.146003	1.876852
0.845000	8.421345	2.606494
0.890000	11.212753	2.409736
0.895001	10.284877	2.286270
0.940000	13.523615	2.867622
0.945000	12.133430	2.282168
0.970001	13.723607	2.200102
0.990000	15.869735	2.218078
0.995000	15.059809	2.256803
1.040000	16.597260	1.952140
1.040000	17.934639	2.402241
1.090001	18.047359	2.997115
1.140000	19.394187	2.313518
1.140001	22.196625	2.962768
1.190000	22.928433	3.192294
1.190001	19.445238	2.977708
1.240000	23.348886	2.763727
1.240000	19.466686	3.233024
1.290000	23.717963	3.389716
1.290001	19.623505	3.222276
1.335001	23.657284	3.227873
1.340000	19.754750	3.177395
1.385000	23.540407	2.655262
1.390001	19.991853	2.966946
1.420001	23.657772	2.650762
1.435000	23.637920	2.504074
1.440000	19.988848	3.099296
1.485000	23.765033	2.289693
1.490001	20.323297	3.034210
1.535001	24.049100	3.185799
40.000000	83
0.049999	0.000129	0.318884
0.050000	0.007000	0.482224
0.095001	0.355861	0.464468
0.099999	0.422584	0.839902
0.145001	0.804306	0.735865
0.149999	1.146335	0.934006
0.164999	2.213523	1.175305
0.195000	1.208779	0.928076
0.200000	2.827337	1.250318
0.245003	1.458847	0.749553
0.249999	2.352754	0.747494
0.295001	1.619237	0.679712
0.300000	1.662188	0.719226
0.320000	2.420380	0.574500
0.334999	1.943420	0.764268
0.345000	3.051322	0.805431
0.349999	2.785711	0.416576
0.395000	3.018621	0.496078
0.400000	2.536085	0.455845
0.445000	2.891468	0.329445
0.449999	3.145821	0.694945
0.495000	2.969754	0.765818
0.500000	3.544714	1.161697
0.544999	4.647463	1.278327
0.545000	3.354963	1.467777
0.594999	5.979618	1.854570
0.595000	4.375730	2.580407
0.645000	5.127106	2.236831
0.645001	7.636462	2.031041
0.694999	9.382306	3.233019
0.695000	6.215703	2.997909
0.740000	7.735793	2.858143
0.745000	11.320241	2.826915
0.790000	9.726655	3.103438
0.794999	12.948329	2.771106
0.840000	11.633830	2.530544
0.844999	14.720815	2.608430
0.890000	13.950408	2.227014
0.894999	15.883810	2.256310
0.940001	15.845330	1.933049
0.944999	17.882908	2.112929
0.990000	17.726312	1.703864
0.994999	18.987545	1.705789
1.040000	19.271941	1.449355
1.045000	20.272249	1.576977
1.090000	20.731821	1.514780
1.095000	21.524194	1.675725
1.140001	22.274672	1.414336
1.144999	23.050042	1.638936
1.189999	24.110512	1.533403
1.190000	23.312588	1.929504
1.239999	25.622897	1.772966
1.240000	24.113844	1.835052
1.289999	27.130375	2.286570
1.290000	25.365394	2.082354
1.335001	26.686663	2.110377
1.339999	28.583282	1.809509
1.385000	28.393395	2.132783
1.389999	30.099877	1.798753
1.405001	29.699938	1.365115
1.435000	31.642343	1.801768
1.435000	30.208281	1.131069
1.440000	31.708908	1.131163
1.485000	30.800055	0.892119
1.489999	31.865727	0.893859
