20.000000	48
0.040001	0.022394	0.587325
0.050000	0.028241	0.517821
0.050001	0.372373	0.622491
0.100000	0.977554	0.711354
0.100000	0.258234	1.040485
0.140001	1.520105	0.868341
0.150000	0.766392	0.910156
0.150001	2.273615	1.314584
0.200000	1.090841	0.695512
0.200001	2.078800	1.070081
0.250000	0.848618	0.830413
0.250001	1.514166	0.736140
0.300000	0.561617	0.773576
0.300001	0.750850	0.435975
0.345000	0.608381	0.460619
0.350001	0.050777	0.742423
0.394999	0.795879	0.431931
0.400001	0.318530	0.500681
0.445000	1.322902	0.878679
0.450001	0.649546	0.563717
0.465000	0.271753	0.964243
0.494999	1.734389	0.872726
0.495000	0.701080	0.810217
0.545000	1.687782	0.705920
0.545001	1.614008	0.384195
0.594999	1.637554	0.388506
0.595004	1.720611	0.111799
0.644999	1.756637	0.127707
0.645000	1.570612	0.296045
0.694999	1.899095	0.216588
0.695001	1.672174	0.380185
0.744999	2.158875	0.367776
0.745000	1.948400	0.331926
0.794999	2.368683	0.861764
0.795000	1.889023	0.548727
0.820000	1.350191	0.769035
0.845000	0.793044	1.189067
0.870000	1.982194	0.840142
0.894999	2.424028	0.996312
0.895000	1.437161	1.539478
0.939999	3.368038	1.121398
0.945000	2.710935	1.213517
0.990000	4.117333	1.325944
0.995000	3.477441	0.828344
1.039999	4.744074	1.064203
1.045001	3.963095	0.665548
1.090001	4.603382	0.671620
1.140000	4.930167	0.599068
30.000000	115
0.050000	0.071376	0.229770
0.050001	0.001517	0.583280
0.100000	0.369264	0.843843
0.100004	0.325868	0.817883
0.124999	1.057709	0.740355
0.150000	2.060577	1.205413
0.150001	0.870786	1.003655
0.195001	1.408391	0.641760
0.199999	2.101470	0.637932
0.220000	2.449666	0.852652
0.245001	1.671408	0.758161
0.250000	2.474204	0.544444
0.270000	2.209968	0.540987
0.295001	2.957684	1.358722
0.299999	1.642982	0.900060
0.345000	1.533116	1.032990
0.350000	0.750519	1.075969
0.395001	0.497885	0.689870
0.400000	0.043603	0.715955
0.445000	0.430871	0.324881
0.450000	0.053045	0.372299
0.470000	0.070538	0.488151
0.495001	0.753439	0.550995
0.500000	0.045534	0.932539
0.545000	0.982622	0.613348
0.545001	1.208368	0.552379
0.594999	1.622126	0.799094
0.595001	1.168884	0.635275
0.620000	1.427175	0.704964
0.645000	2.344672	0.812947
0.645001	2.023620	0.820930
0.694999	2.704555	1.141625
0.695001	1.351519	1.557360
0.745000	3.416018	1.890815
0.745001	0.899541	2.463432
0.794999	3.962459	2.556617
0.795001	0.567733	3.409271
0.820000	5.037705	3.499964
0.840000	0.793807	3.683436
0.845000	6.041308	4.248173
0.890000	1.010377	3.865516
0.894999	5.865386	3.471265
0.940000	1.097916	4.050327
0.945000	5.959920	3.498807
0.990000	6.352605	3.668403
0.990000	1.178398	4.616961
0.994999	7.472124	4.420386
1.040000	1.381286	4.819165
1.044999	7.391607	4.898052
1.090000	1.390756	5.116387
1.094999	7.813128	5.173400
1.120000	1.645025	5.066917
1.139999	7.929844	5.160915
1.140000	1.509783	5.382987
1.190000	8.232233	5.248767
1.190000	1.910755	5.197617
1.239999	8.404676	5.239303
1.240000	2.179763	5.076420
1.290000	8.505956	5.119264
1.290001	2.387892	4.932114
1.339999	8.432914	4.803117
1.340000	2.482878	4.844873
1.390000	8.365135	4.461502
1.390000	3.201991	4.218464
1.420000	8.316339	4.105150
1.435001	3.628407	3.823852
1.440000	8.290850	3.821685
1.485001	3.963409	3.477590
1.490000	8.242014	3.856380
1.535001	3.679231	3.619717
1.540000	8.011571	4.041647
1.585001	2.878835	4.169817
1.590000	7.806884	4.355904
1.635001	1.977276	4.759329
1.640000	7.724085	4.609000
1.685001	1.603085	4.954033
1.690000	7.592574	4.539106
1.735001	1.939256	4.627241
1.740000	7.533846	4.232442
1.760000	2.669712	3.981000
1.784999	7.515805	3.929684
1.785000	3.369178	3.385482
1.834999	7.432945	3.788674
1.835001	2.947402	3.691694
1.884999	7.498174	4.268383
1.885001	2.256987	4.185444
1.934999	7.353891	4.608517
1.935000	0.860304	5.180897
1.984999	6.994208	4.856350
1.985001	1.051657	4.275020
2.034999	6.794111	4.734470
2.035000	0.215162	4.977254
2.080001	2.005919	3.806709
2.084999	7.030752	4.173136
2.130000	3.222070	3.473289
2.134999	7.765609	4.112182
2.180000	2.825148	3.512207
2.185000	8.375183	4.583953
2.230000	3.040914	2.962309
2.280000	3.779780	1.960056
2.330000	4.042222	1.946469
2.355001	3.569485	0.668935
2.380001	3.177423	0.623784
2.430000	2.658372	0.712496
2.455000	2.495282	0.542019
2.480000	2.598214	0.307432
2.530000	2.625125	0.220372
2.555000	2.794324	0.195495
2.580001	3.020359	0.353394
2.630000	2.921533	0.243385
2.675001	2.720004	0.341405
2.720001	2.506710	0.734063
2.725001	3.091591	1.079587
2.775001	2.104030	0.824484
2.825001	1.007561	1.611714
40.000000	228
0.029999	0.024177	0.343727
0.049999	0.011170	0.693264
0.079999	0.471427	0.555247
0.100000	0.416915	0.838702
0.110000	1.254482	0.855964
0.129999	1.188001	0.898094
0.134999	2.030170	0.842976
0.150000	2.218547	0.603503
0.179998	2.586463	0.679387
0.200000	2.102078	0.303232
0.224999	2.315665	0.278745
0.229999	2.339647	0.480422
0.250000	2.545109	0.832826
0.280002	1.782195	0.763927
0.300000	1.383649	0.778942
0.329999	1.152473	0.834723
0.350000	0.452255	0.799850
0.379998	0.837930	0.462916
0.400000	0.056157	1.038953
0.429999	1.089730	0.691223
0.450000	0.581647	1.157645
0.474998	1.834404	1.200555
0.500000	1.808058	0.985901
0.524999	2.671479	1.260975
0.534998	3.465509	1.203054
0.550000	2.372495	1.290128
0.574998	4.405515	1.429283
0.594999	2.712108	1.327229
0.624999	4.406068	1.219296
0.645000	3.236834	1.160062
0.674999	4.680305	1.130592
0.694999	3.718420	1.001258
0.724999	4.895349	1.022339
0.745000	3.864611	1.176125
0.774999	5.444271	1.277316
0.794999	4.043734	1.360090
0.824999	5.870369	1.515665
0.844999	4.076441	1.672672
