20.000000	89
0.049999	0.003504	0.201301
0.050000	0.013615	0.184520
0.050001	0.029250	0.157893
0.095001	0.351068	0.273580
0.099999	0.161834	0.402211
0.100000	0.080223	0.545486
0.100000	0.310241	0.414317
0.145001	1.092749	0.701841
0.150000	0.870535	0.572803
0.150000	0.474868	0.705212
0.150000	0.950622	0.821046
0.175001	1.774831	0.877068
0.194999	1.183573	0.744357
0.195001	2.699381	1.383413
0.200000	1.301402	0.702082
0.200000	1.510270	0.630809
0.245000	1.319511	0.969171
0.245001	2.150638	0.723946
0.250000	2.124047	0.695329
0.255000	2.854744	1.168846
0.295000	1.241753	1.140935
0.295001	1.373167	0.986577
0.300000	2.972086	1.202441
0.300000	2.011694	0.731943
0.320000	1.688735	0.677407
0.345000	2.236236	0.692641
0.345001	0.945467	0.958474
0.350000	1.912795	0.571386
0.350000	1.771302	0.523773
0.395000	1.679586	0.434163
0.395001	1.021760	0.788793
0.400000	1.374290	0.441500
0.400000	1.621987	0.506632
0.400001	2.230117	0.864044
0.445000	1.399552	0.567934
0.445001	2.456141	0.992110
0.450000	1.145626	0.857330
0.450000	1.519886	0.544083
0.495000	1.252650	0.711433
0.495001	2.286027	0.857327
0.500000	1.814240	0.384816
0.545000	1.602389	0.399092
0.545000	1.411517	0.522263
0.545001	2.052620	0.406434
0.550000	1.888653	0.270279
0.595000	1.597252	0.350584
0.595000	1.758779	0.312221
0.595001	1.894144	0.235225
0.600000	2.141722	0.320109
0.640001	2.297873	0.358831
0.644999	1.859602	0.696822
0.645000	2.061363	0.571265
0.645000	2.513606	0.540748
0.645001	3.333398	1.134018
0.695000	2.241265	0.598433
0.695000	1.939643	0.857831
0.695001	2.989206	0.669917
0.740001	2.687413	0.604652
0.745000	2.565376	0.515471
0.745000	2.187609	0.518934
0.790001	1.648355	0.811531
0.795000	2.722079	1.016956
0.795000	2.252638	0.819337
0.825001	1.177090	0.828052
0.840000	1.261007	0.760402
0.840001	1.113350	0.566674
0.844999	1.757632	0.696813
0.845000	1.536192	0.497447
0.890001	1.018591	0.427299
0.890003	0.609021	0.694924
0.895000	1.304658	0.539988
0.895000	0.867425	0.324051
0.934999	0.597476	0.523437
0.940000	0.642169	0.503799
0.940001	1.342447	0.509596
0.945000	1.314296	0.469841
0.945000	0.940674	0.413515
0.990000	0.989039	0.458888
0.990001	1.650060	0.500346
0.994999	1.301618	0.373802
0.995000	1.693160	0.425599
1.015000	1.079191	0.532402
1.040000	1.836586	0.426625
1.045000	1.497392	0.361231
1.085000	1.526237	0.401453
1.090001	1.853231	0.231953
1.095000	2.069409	0.388692
1.140000	2.043949	0.306824
1.140001	1.776521	0.233228
30.000000	91
0.049999	0.002292	0.241765
0.050000	0.001440	0.256591
0.095000	0.244277	0.449446
0.100000	0.344043	0.442599
0.100000	0.296410	0.503740
0.135000	1.182260	0.796742
0.145000	0.819821	0.706789
0.149999	0.906198	0.773918
0.150000	2.293147	1.109713
0.194999	1.252805	0.603443
0.199999	1.952341	0.589425
0.200000	1.364743	0.571515
0.200003	1.794155	0.570136
0.220000	2.072006	0.640063
0.245000	1.129314	0.837759
0.249999	2.757812	1.326490
0.250000	1.359729	0.783549
0.295000	0.783136	0.978264
0.300000	1.950041	0.958673
0.344999	0.661376	0.854141
0.345000	0.900889	0.657873
0.345000	1.325287	0.501316
0.350000	1.971342	0.884896
0.370000	1.215292	0.419096
0.395000	1.066040	0.500996
0.395000	1.804633	0.711500
0.400000	1.174191	0.315214
0.445000	0.866764	0.426404
0.450000	0.888281	0.563908
0.495000	1.079007	0.556812
0.500000	1.044510	0.580790
0.514999	1.850188	0.702462
0.544999	2.162448	0.830978
0.545000	1.304913	0.964988
0.545000	2.480094	0.721201
0.565000	3.048872	1.110291
0.595000	1.558426	1.196165
0.595000	2.217269	0.731274
0.615000	2.471944	0.740537
0.644999	3.603204	1.548980
0.645000	2.049389	0.715291
0.645000	1.697445	1.023310
0.695000	2.619285	0.697598
0.695002	2.060495	0.760378
0.720000	2.669944	0.586640
0.740000	3.299269	0.834994
0.744999	3.118266	0.645471
0.745000	2.285126	0.678901
0.745000	2.445423	0.543651
0.770000	3.100302	0.661605
0.790000	2.737383	0.609020
0.795000	2.217897	1.009476
0.795000	3.889146	1.340950
0.840000	2.281833	1.055881
0.845000	3.706796	1.092012
0.890000	2.037047	1.350585
0.895000	3.624891	0.988314
0.895000	3.424700	0.908945
0.895003	2.505444	0.703322
0.940000	3.139513	0.815285
0.940000	2.015627	1.842622
0.945000	2.597174	1.385822
0.975000	4.447917	1.660285
0.990000	5.275809	2.391300
0.990000	3.128156	1.170407
0.995000	2.698950	1.334046
1.040000	3.138522	1.029628
1.040000	1.945502	1.037799
1.045000	2.882944	0.726484
1.045000	2.805560	0.692795
1.089999	3.151329	0.954174
1.090000	1.430124	1.676395
1.095000	2.696657	0.883181
1.099999	3.956198	2.184150
1.140000	2.812728	1.345018
1.190000	1.575300	1.397691
1.190000	0.346273	2.432731
1.220000	2.897694	1.439469
1.239999	1.643602	0.919691
1.240000	2.932932	1.651639
1.240000	1.287493	0.958263
1.290000	1.484444	0.643441
1.290000	1.141994	0.910616
1.335000	1.437868	0.508162
1.340000	1.934350	0.474760
1.340003	2.098059	0.551065
1.360000	2.306603	0.719218
1.385000	1.602278	1.046881
1.390000	2.493071	0.661759
1.410000	3.585679	1.390549
1.440000	2.600388	0.812104
40.000000	108
0.049999	0.004820	0.126582
0.050000	0.004056	0.173014
0.050000	0.010682	0.202374
0.085000	0.223987	0.164383
0.095000	0.271115	0.313630
0.100000	0.312965	0.369799
0.100000	0.324433	0.613295
0.144999	0.937613	0.544600
0.150000	0.886679	0.753565
0.185000	1.570069	0.832399
0.195000	1.345711	0.731345
0.200000	2.329443	0.819419
0.200000	2.624447	0.778497
0.245000	1.768448	0.626461
0.250000	2.361106	0.368030
0.255000	2.643363	0.605259
0.280000	1.877281	0.489910
0.295000	2.639181	0.843833
0.300000	1.768358	0.642465
0.345000	1.755192	0.538190
0.345000	1.198793	0.701428
0.350000	0.983400	0.529352
0.350000	1.565101	0.455915
0.395000	0.948331	0.638051
0.395000	1.272294	0.438491
0.400000	2.086943	0.759024
0.410000	1.720926	0.451890
0.430000	1.393021	0.384856
0.445000	1.306692	0.454408
0.450000	1.602726	0.205092
0.494999	1.876371	0.403079
0.495000	1.503959	0.663105
0.495000	1.453876	0.691902
0.530000	2.033215	0.538767
0.544999	2.976462	1.195126
0.545000	1.577579	0.936283
0.545000	1.970314	0.737362
0.555000	2.502637	0.768766
0.595000	3.016330	1.121590
0.595000	1.125228	1.319938
0.645000	2.648439	0.750988
0.645000	2.377474	0.663019
0.690000	1.739581	0.719403
0.695000	2.560832	0.586071
