0.045000	0.010047
0.049997	0.025837
0.050001	0.012413
0.080000	0.191393
0.094999	1.292440
0.099997	0.277828
0.100000	0.428464
0.100001	0.306245
0.104999	1.435898
0.145000	1.919711
0.149996	0.969120
0.150000	2.450772
0.150001	1.009440
0.195000	2.029325
0.199997	1.341873
0.200000	2.434676
0.200001	1.355278
0.235001	1.771290
0.245000	1.538542
0.249996	1.526173
0.250000	1.954886
0.250001	2.796966
0.274997	2.072213
0.295000	1.034739
0.299997	2.563710
0.300000	1.410883
0.300001	2.029427
0.345000	0.552250
0.349997	1.625330
0.350000	2.463902
0.350001	1.227549
0.395000	0.333681
0.399997	0.885857
0.400000	1.860934
0.400001	0.788919
0.420001	1.530285
0.445000	0.925140
0.449997	0.840254
0.450000	1.671864
0.494997	1.016067
0.495000	1.408940
0.500000	1.955033
0.500001	1.646985
0.544997	1.267332
0.545000	1.952236
0.594997	1.488813
0.595000	2.401269
0.595001	1.308817
0.644997	1.694817
0.645000	2.653917
0.645001	1.555448
0.674999	2.468971
0.690000	3.053467
0.694997	3.138237
0.695000	2.820691
0.695001	1.682753
0.740000	3.172473
0.744997	2.702287
0.744999	2.907262
0.745001	2.030379
0.790000	3.190910
0.794997	2.398380
0.795000	3.211226
0.795001	2.203436
0.800000	3.289014
0.819997	2.931358
0.840000	3.304393
0.844997	3.488142
0.845000	3.297873
0.845001	3.483140
0.890000	3.518324
0.894997	2.878091
0.895000	3.492342
0.895001	2.851292
0.900000	4.494369
0.940000	3.569678
0.944997	2.486029
0.945000	4.664198
0.945001	2.355081
0.990000	3.724080
0.994997	2.454361
0.995000	4.054258
0.995001	2.270960
1.025000	4.186339
1.030000	4.007383
1.040000	4.950684
1.044997	2.569308
1.045000	4.893465
1.045001	2.324574
1.090000	4.227513
1.094997	2.676892
1.095000	4.543663
1.095001	2.448128
1.139997	2.780346
1.140000	3.878183
1.140001	2.497983
1.145000	4.211311
1.145001	3.601457
1.189997	2.852439
1.190000	4.049435
1.190001	3.801560
1.215000	4.690462
1.239997	3.026591
1.240000	5.465903
1.285000	5.198411
1.289996	2.984376
1.290000	4.283268
1.290001	2.919642
1.335000	4.835689
1.339997	3.084662
1.340000	4.363484
1.340001	2.790643
1.385000	4.563907
1.389997	3.179473
1.390000	4.408699
1.435000	4.261996
1.439997	3.230176
1.440000	4.949167
1.440001	2.774802
1.460000	4.693394
1.485000	3.616471
1.489997	3.387989
1.490000	4.005427
1.490001	2.704068
1.535000	1.980061
1.539997	2.889017
1.540000	3.840915
1.540001	1.896464
1.584997	2.552974
1.585000	1.207980
1.589997	2.612302
1.590000	4.068252
1.590001	0.518323
1.620000	4.319065
1.635000	1.679042
1.639997	2.618159
1.640000	4.379535
1.640001	0.100719
1.665001	0.400997
1.685000	2.859077
1.689997	2.945189
1.690000	4.445882
1.690001	0.879867
1.734997	3.021370
1.735000	3.808688
1.740001	1.803230
1.784997	3.103637
1.785000	2.290050
1.804997	3.111742
