0.049999	0.051719
0.050000	0.010671
0.099999	0.459425
0.099999	0.410864
0.149999	0.974191
0.150000	0.921945
0.164998	1.749893
0.194999	2.365438
0.200000	1.161010
0.244999	1.947091
0.250000	1.208574
0.294999	1.316734
0.295000	1.143667
0.344998	0.819610
0.345000	1.037095
0.394998	0.903118
0.395000	1.098400
0.444999	1.726039
0.445000	1.751890
0.494999	2.303246
0.495000	2.545029
0.544999	2.999443
0.545000	2.849608
0.575000	3.713050
0.594999	3.728261
0.595000	4.691452
0.644999	4.462320
0.645000	4.433957
0.674999	5.213237
0.694999	6.472179
0.695000	4.721011
0.744999	6.835888
0.745000	5.430008
0.794999	7.649035
0.795000	6.468499
0.839999	8.770194
0.845000	7.485743
0.860000	7.600913
0.889999	9.987344
0.890000	7.322319
0.909999	9.684676
0.939999	9.347720
0.939999	7.497321
0.989999	9.570183
0.990000	7.768135
1.039999	9.726902
1.040000	8.147821
1.089999	9.881769
1.090000	8.073938
1.119999	9.517683
1.139999	8.838384
1.140000	8.023899
1.189999	9.197973
1.190000	7.877251
1.239999	9.392537
1.239999	7.584197
1.289999	9.336400
1.290000	7.395217
1.339999	9.343605
1.340000	7.190380
1.389999	9.360382
1.390000	7.260375
1.425000	7.150466
1.434999	9.276142
1.440000	7.112857
1.484999	9.268566
1.490003	7.015054
1.530000	6.727146
1.534999	9.244608
1.535000	6.786600
1.539999	8.738905
1.584999	8.717435
1.585000	6.909034
1.634999	8.962484
1.635000	6.777152
1.655000	7.024421
1.684999	9.079452
1.685000	7.325603
1.734999	9.097206
1.735000	7.289668
1.760000	7.480645
1.764999	8.939781
1.784999	8.793873
1.785000	8.037133
1.834999	8.989560
1.835000	8.575624
1.845000	9.385353
1.884999	9.139532
1.885000	10.293986
1.934999	9.361393
1.935000	11.284762
1.984998	9.671265
1.985000	12.341954
2.034999	10.008969
2.035000	13.671573
2.039999	10.094280
2.079999	10.659248
2.080000	15.120448
2.085000	16.253058
2.129999	11.552945
2.130000	17.252058
2.139999	12.295316
2.179999	13.932985
2.190000	19.675546
2.229999	15.124351
2.230000	21.267246
2.234999	15.864721
2.279998	17.225211
2.279999	22.517014
2.329999	18.060636
2.330000	23.764823
2.379999	18.990169
2.380000	24.959668
2.414999	20.194983
2.429999	21.549878
2.430000	26.145449
2.479999	22.266878
2.480000	26.381159
2.529999	23.166159
2.530000	26.679653
2.579999	24.096798
2.580000	26.649059
2.629999	25.402956
2.630000	26.534683
2.674999	26.617986
2.680000	26.549406
2.724999	27.965182
2.730000	26.543884
2.774999	29.417131
2.775000	26.640869
2.805000	26.651469
2.824999	30.824311
2.825000	26.677879
2.849999	32.114039
2.874999	33.385901
2.875000	26.680068
2.924999	33.964244
2.925000	26.538531
2.970000	26.551988
2.974999	34.253993
2.975000	26.542251
3.025000	26.585633
3.075000	26.684127
3.125000	26.670658
3.175000	26.635267
