20.000000	48
0.049999	0.006033	0.276713
0.050000	0.019024	0.540129
0.099999	0.247974	0.482686
0.100000	0.419563	0.544629
0.150000	0.995722	0.585236
0.150000	0.930182	0.479413
0.194999	1.328494	0.456273
0.200001	1.303866	0.272588
0.245000	1.522037	0.395495
0.250000	0.988647	0.414222
0.294999	1.556187	0.408595
0.300000	1.055691	0.455856
0.344999	1.439781	0.358423
0.350000	0.963971	0.823249
0.370000	1.842090	0.589158
0.395002	1.573793	0.520276
0.400000	2.492999	0.916605
0.444999	1.653391	0.422400
0.450001	2.131484	0.390042
0.494999	1.719176	0.414275
0.500000	1.954629	0.184463
0.544999	1.928418	0.150208
0.545000	2.115906	0.241541
0.594999	1.956129	0.142539
0.595001	2.045675	0.177701
0.644999	1.798048	0.270924
0.645000	2.206323	0.277115
0.694999	1.770650	0.401201
0.695001	2.090650	0.272549
0.744999	2.156623	0.228498
0.745000	2.440125	0.436869
0.794999	2.433895	0.379147
0.795001	2.171330	0.462956
0.839999	1.790404	0.550284
0.845000	2.004058	0.576188
0.889999	1.185694	0.985107
0.895000	2.441734	0.925903
0.940000	1.070096	1.013720
0.945001	2.677249	1.094209
0.989999	1.435014	0.807426
1.040000	1.896312	0.524971
1.089999	2.267842	0.476074
1.139999	1.996640	0.279633
1.189999	1.882943	0.198275
1.239999	1.895106	0.230913
1.290000	1.780095	0.158510
1.339999	1.630158	0.198426
1.390000	1.599960	0.200392
30.000000	64
0.049999	0.017542	0.253229
0.050000	0.002015	0.521556
0.099999	0.313427	0.799312
0.100000	0.340938	0.756124
0.134999	0.937960	0.667756
0.149999	1.931812	1.135384
0.150000	0.909100	0.721413
0.200000	1.191619	0.531055
0.200001	1.877396	0.576941
0.225001	1.766785	0.565799
0.249999	1.637674	0.479973
0.250001	2.596154	0.942417
0.299999	1.395876	0.585491
0.300000	2.000983	0.697870
0.349999	1.408357	0.582906
0.350000	1.163972	0.498248
0.385000	0.992042	0.709640
0.400000	1.616713	0.351428
0.400000	1.827960	0.457992
0.449999	1.835675	0.396071
0.450000	1.715902	0.214688
0.495000	1.579647	0.386224
0.500000	2.154445	0.582245
0.545000	1.545845	0.797893
0.550000	2.225948	0.808192
0.565000	3.171410	0.998802
0.595000	2.106500	0.947992
0.599999	3.683864	1.158474
0.644999	3.307085	0.733046
0.645000	2.109998	1.104767
0.665001	2.937436	0.586526
0.694999	3.077509	0.674887
0.695001	3.448746	0.735020
0.719999	3.573495	0.534085
0.744999	4.235359	1.151622
0.745000	2.803994	0.949631
0.794999	3.696591	0.762535
0.795001	2.440675	1.401228
0.819999	3.997906	1.178329
0.844999	4.544230	1.535329
0.845000	2.417904	1.365931
0.895000	2.735096	1.238449
0.915001	3.591722	0.836079
0.944999	4.060449	0.980561
0.945000	4.055661	0.728555
0.964999	4.452128	0.575430
0.995000	5.030678	1.075339
0.995000	3.712506	0.790800
1.044999	4.684643	0.930301
1.045000	3.341273	1.014190
1.090000	3.195827	0.937922
1.094999	4.455099	1.246939
1.140000	3.004847	0.901195
1.145003	4.268797	1.065125
1.190000	2.378531	1.430993
1.194999	3.798691	0.936843
1.239999	3.789934	0.886174
1.240000	2.382409	1.366375
1.289999	4.424845	1.028378
1.290000	3.464144	0.782355
1.305001	3.751056	0.794916
1.339999	4.466232	0.580710
1.340001	4.086030	0.482321
1.364999	4.621782	0.597045
40.000000	70
0.005000	0.004595	0.249732
0.049998	0.005697	0.595902
0.049999	0.302580	0.468440
0.099998	0.318127	0.597962
0.100000	1.116843	0.670745
0.149998	0.809511	0.451666
0.149999	1.352433	0.492843
0.199998	1.234418	0.207605
0.199999	1.204240	0.201472
0.249999	1.314768	0.201692
0.250000	1.027210	0.270375
0.299998	1.350207	0.300357
0.300000	0.940549	0.405830
0.344998	1.439293	0.362633
0.349999	0.861699	0.648087
0.394998	1.586965	0.439475
0.394999	1.355017	0.521967
0.444998	1.944407	0.552530
0.444999	1.694643	0.578410
0.494999	2.286525	0.540606
0.495000	2.014445	0.710645
0.514999	2.863157	0.701441
0.544998	2.395694	0.554626
0.544999	3.422717	0.903898
0.594999	2.910534	0.512046
0.644998	2.783040	0.819846
0.644999	2.484870	1.019502
0.654999	3.830352	1.012470
0.694998	4.290237	1.438005
0.694999	2.354534	1.309673
0.744998	3.918615	0.926021
0.744999	2.623019	1.095371
0.794998	3.707698	0.784977
0.795000	3.007682	0.688598
0.844998	3.782442	0.624195
0.844999	3.321100	0.528538
0.894998	3.831535	0.499339
0.894999	3.367265	0.589025
0.939998	4.297275	0.759471
0.944999	3.482406	0.633193
0.989998	4.269192	0.661767
0.995000	3.424789	0.920965
1.039998	4.474418	0.907210
1.039999	3.606485	1.157534
1.074999	4.998560	1.149009
1.089998	5.809415	1.695116
1.089999	3.454697	1.587603
1.139999	5.435580	1.201619
1.140000	3.744597	1.410580
1.189998	5.233379	1.095745
1.189999	4.207414	0.935828
1.239998	5.261438	0.874095
1.239999	4.379282	0.810980
1.289998	5.364542	0.757221
1.290000	4.642680	0.555108
1.339998	5.549236	0.773428
1.340000	4.613016	0.696543
1.389999	4.872511	0.593063
1.439998	5.722247	0.864227
1.439999	5.026686	0.743814
1.489998	5.759306	1.132207
1.490000	4.303175	0.984558
1.539999	3.769444	1.352859
1.584998	5.223608	0.879400
1.589999	4.140373	0.986643
1.634999	5.473591	0.934497
1.634999	4.829377	0.590894
1.684998	5.640741	0.801530
1.684999	5.244070	0.310199
1.734999	5.297882	0.336623
50.000000	80
0.050000	0.040143	0.303465
0.050000	0.017418	0.504222
0.100000	0.329458	0.391379
0.100004	0.478381	0.441369
0.150000	0.858005	0.719742
0.150001	0.861696	0.943455
0.200001	1.150004	0.800710
0.210000	2.233806	1.092495
0.245000	2.577685	1.379701
0.250000	1.029764	0.819275
0.295000	1.431840	0.650578
0.300000	0.961738	0.702340
0.345000	1.002557	0.278973
0.350000	1.303559	0.233854
0.395001	1.027124	0.447123
0.400000	1.437367	0.345198
0.445000	1.403084	0.481074
0.450000	1.926333	0.517041
0.495000	1.752711	0.487020
0.500001	2.319674	0.496757
0.545000	2.238863	0.342936
0.545001	2.535983	0.386800
0.595000	2.652814	0.297067
0.595000	2.563589	0.456599
0.645000	2.902983	0.348202
0.645001	3.056497	0.392673
0.695000	3.445961	0.467623
0.695001	3.213812	0.365054
0.745000	3.621506	0.309925
0.745000	3.493199	0.331232
0.795000	3.830301	0.338353
0.795001	3.621948	0.295942
0.845000	4.149952	0.408459
0.845000	3.766921	0.354571
0.890000	4.029009	0.373077
0.895001	4.315489	0.310322
0.940000	4.228397	0.364559
0.945000	4.710389	0.457905
0.990001	4.253298	0.401376
0.995000	4.779923	0.420278
1.040000	4.272488	0.544793
1.045000	4.942857	0.712600
1.090000	4.344706	1.062128
1.090001	5.208740	0.768235
1.095000	6.233934	1.450494
1.140000	5.723311	0.960730
1.140001	4.479707	1.097910
1.190000	4.502326	1.039018
1.190001	5.450213	0.809642
1.240000	5.544924	0.886104
1.240001	4.456808	0.818967
1.290000	4.439103	0.831790
1.340000	5.816183	1.229477
1.340000	4.401125	0.620236
1.390000	4.528283	0.974658
1.440001	4.554926	0.959998
1.485000	4.912396	1.025938
1.490000	6.495180	1.524495
1.535000	4.703483	1.512702
1.540000	6.709537	1.452521
1.570001	7.236734	1.823008
1.585000	4.813488	2.075453
1.590000	7.928575	2.318198
1.635001	4.717965	2.202521
1.640000	7.392815	2.177097
1.685000	4.769344	2.132614
1.690000	7.017484	1.630068
1.735000	4.687217	2.029484
1.740000	7.084813	2.265374
1.785000	7.176402	2.930418
1.785000	4.792966	1.967020
1.835000	3.287952	2.716271
1.885000	2.227303	3.086625
1.885001	6.643045	3.050005
1.935000	2.994920	2.592662
1.985000	4.435094	1.921276
2.005000	4.784798	1.941854
2.035000	7.585094	3.023429
2.035000	4.963791	1.882558
2.060000	7.608277	2.233523
