20.000000	72
0.049999	0.066020	0.206413
0.050000	0.005565	0.227033
0.050000	0.106253	0.403341
0.100000	0.416086	0.396589
0.100000	0.160021	0.760075
0.150000	0.944571	0.804202
0.150000	0.876263	0.998776
0.170000	1.658500	0.866661
0.185000	2.274417	0.890767
0.200000	2.516126	0.878464
0.200000	1.501343	0.785285
0.250000	2.229202	0.506907
0.255000	2.703158	0.748730
0.295000	1.772952	0.647588
0.300000	2.932610	0.987225
0.300000	1.841953	0.601816
0.344999	1.912371	0.480107
0.350000	1.619208	0.667228
0.350000	2.269214	0.499989
0.395000	2.235555	0.476734
0.400000	1.528776	0.653068
0.400000	1.802142	0.615752
0.445000	2.672366	0.852909
0.449999	1.875904	0.793578
0.450000	2.817740	0.819541
0.450000	1.466820	1.266665
0.495000	3.277296	1.112988
0.499999	3.050288	0.793611
0.500000	2.095923	0.847270
0.500000	2.547655	0.710926
0.544999	3.100047	0.604296
0.545000	2.722535	0.653196
0.545000	3.854444	0.850651
0.550000	3.504436	0.482418
0.595000	3.041383	0.908155
0.595000	3.860149	0.484676
0.600000	3.901938	0.886215
0.645000	4.641505	1.356169
0.645000	3.844052	1.557762
0.654999	5.707940	1.345016
0.694999	6.996095	2.049730
0.695000	4.558712	1.643392
0.695000	5.744439	0.834654
0.695002	6.246373	1.116592
0.745000	6.602725	1.205847
0.745000	5.278208	1.607065
0.794999	7.905926	1.695233
0.795000	6.123040	1.218040
0.795002	7.507162	1.300924
0.844999	6.309729	1.850184
0.845000	7.804873	1.163984
0.855000	8.767677	1.503827
0.890000	9.181244	1.724453
0.895000	8.198718	1.011047
0.895000	6.642392	2.075831
0.940000	9.528046	1.606624
0.945000	7.491716	1.537561
0.945000	8.492084	1.136752
0.990000	9.758707	1.390266
0.995000	9.127790	0.914988
0.995000	7.992620	1.040192
0.995000	8.625950	0.688734
1.045000	9.189774	0.939885
1.045000	7.968576	0.843475
1.075000	9.025946	0.698306
1.095000	7.765969	1.291353
1.095000	9.057416	0.712102
1.145000	9.205901	0.602943
1.195000	9.381055	0.678356
1.239999	9.305090	0.124315
1.290000	9.319439	0.066181
1.340002	9.294409	0.052435
30.000000	106
0.050000	0.019963	0.295363
0.050001	0.005815	0.670645
0.095001	0.389081	0.515946
0.100000	0.373898	0.535341
0.125001	1.237269	0.788127
0.145000	0.961976	0.574009
0.150000	0.979959	0.566514
0.150000	0.460379	0.985844
0.155000	1.949481	0.892364
0.170000	1.510856	0.805532
0.195000	1.637364	0.812204
0.195001	2.545727	0.681836
0.200000	2.619271	0.728422
0.200000	2.455944	0.587870
0.200001	3.269844	0.845534
0.245000	1.887468	0.863581
0.245001	3.074924	0.789589
0.250000	2.415102	0.549067
0.295000	2.016000	0.506572
0.295001	2.480916	0.547597
0.300000	1.966896	0.301839
0.345000	1.861046	0.312336
0.345000	1.721051	0.351584
0.345001	1.880404	0.213511
0.395000	1.479084	0.280881
0.395001	1.738193	0.250456
0.444999	1.637523	0.256227
0.445000	1.354089	0.388111
0.445001	2.100194	0.527944
0.494999	1.564811	0.714677
0.495000	1.597422	0.731092
0.495001	2.580977	0.680812
0.515000	2.866577	0.880521
0.540000	2.159365	0.859925
0.544999	3.120034	0.756594
0.545000	3.703591	1.187238
0.545000	1.791108	1.170874
0.545001	2.895727	0.642442
0.595000	2.854361	0.687690
0.595000	2.353011	0.839143
0.595001	3.402679	0.535314
0.600000	3.511699	0.584168
0.610000	3.311647	0.521229
0.645000	3.602035	0.519239
0.645001	3.972996	0.661186
0.695000	2.936037	0.952990
