20.000000	42
0.049999	0.032845	0.188996
0.050000	0.026955	0.613240
0.094999	0.294772	0.546530
0.100000	0.229106	0.937103
0.119999	1.206629	0.824403
0.144999	1.014041	0.815436
0.149999	2.130053	1.107881
0.194999	1.303424	0.547699
0.200000	2.234627	0.927340
0.244999	1.151099	0.641738
0.250000	1.668223	0.574981
0.294999	1.095763	0.553222
0.300000	0.939214	0.338316
0.345000	1.033287	0.480502
0.350000	0.671342	0.635881
0.385000	1.011902	0.451444
0.394999	1.948674	0.876227
0.444999	1.215045	0.396504
0.444999	1.438845	0.426494
0.494999	1.269367	0.765568
0.495000	1.338184	0.676991
0.514999	2.187335	0.698866
0.544999	2.744507	1.035551
0.544999	1.483324	0.933935
0.569999	2.166087	0.544989
0.594999	2.956216	0.786607
0.594999	2.183722	0.507942
0.644999	2.762978	0.543566
0.695000	2.466435	0.352327
0.739999	1.971710	0.428949
0.745000	2.188885	0.289795
0.770001	2.342864	0.484983
0.790000	2.028757	0.633449
0.794999	2.216384	0.819917
0.839999	1.284632	0.842933
0.845000	0.728349	0.936020
0.874999	1.268114	0.872316
0.894999	0.096459	0.955978
0.934999	0.135551	1.244181
0.944999	0.419999	1.138820
0.994999	1.577452	1.267390
1.040000	2.479116	1.874857
30.000000	63
0.050000	0.018195	0.191674
0.050000	0.006450	0.556942
0.099999	0.202098	0.520041
0.100000	0.294346	0.882565
0.120000	1.064484	0.790107
0.150000	0.928661	0.944983
0.150000	2.167954	1.100554
0.200000	1.295280	0.868939
0.200000	2.583656	0.899534
0.250000	2.430738	0.571899
0.275000	2.090217	0.550363
0.299999	2.711609	0.772325
0.299999	1.809560	0.497236
0.345000	1.489270	0.589802
0.350000	1.822951	0.458431
0.394999	1.489600	0.210392
0.399999	1.355037	0.379277
0.445000	1.650763	0.258651
0.450000	1.400092	0.649998
0.474999	2.075145	0.536189
0.494999	1.774823	0.605185
0.499999	2.766105	0.805732
0.544999	2.020156	0.518316
0.550000	2.728057	0.532628
0.594999	2.659924	0.560104
0.594999	2.306217	0.713981
0.620000	3.057208	0.541391
0.644999	3.743498	1.082815
0.644999	2.515882	0.677625
0.695000	3.462711	0.703493
0.695000	2.425111	0.847875
0.744999	2.595229	0.924766
0.780000	3.485367	0.739917
0.780000	3.005859	0.878503
0.795000	4.434368	1.128447
0.795000	3.972533	0.532439
0.844999	3.964869	0.494861
0.844999	3.494702	0.619109
0.875000	3.676756	0.429080
0.894999	3.806543	0.481588
0.894999	4.409597	0.589400
0.944999	4.265924	0.448093
0.965000	4.629770	0.462240
0.990000	4.936357	0.595261
0.994999	4.055992	0.520356
1.040000	4.615072	0.317227
1.044999	4.283056	0.342956
1.090000	4.390900	0.240223
1.094999	4.449844	0.310351
1.139999	4.561750	0.443564
1.144999	4.764440	0.503848
1.189999	3.811235	1.108053
1.194999	5.237587	1.798169
1.240000	5.097794	2.010722
1.240002	2.470607	1.754716
1.254999	2.235981	2.240403
1.290000	2.381172	2.060562
1.340000	3.904328	1.426504
1.360000	5.407307	1.903302
1.390000	4.948054	1.163639
1.390000	5.209024	0.638262
1.395000	5.300587	0.337995
1.439999	4.741204	0.437627
40.000000	76
0.049999	0.055945	0.349463
0.049999	0.160350	0.407286
0.099999	0.633544	0.586098
0.100000	0.203772	1.085532
0.145000	0.813671	0.820503
0.150000	1.604561	0.987059
0.195000	2.331599	1.263548
0.244999	1.341386	1.123157
0.245000	2.915010	1.255754
0.294999	1.383919	1.363753
0.295000	3.281107	1.373376
0.344999	1.349981	1.601038
0.345000	3.461014	1.543662
0.389999	3.525008	1.515164
0.394999	1.464090	2.152345
0.395000	4.686742	1.927315
0.444999	1.685713	2.223048
0.444999	4.482835	1.973220
0.469999	4.731328	1.670770
0.494999	2.022886	2.234642
0.495000	5.002645	1.609434
0.544999	4.723268	1.620111
0.594999	2.561426	1.702948
0.595000	4.472270	1.071437
0.645000	2.814917	1.772502
0.645000	4.223196	1.118500
0.675000	4.761034	1.079898
0.695000	5.389230	1.505305
0.695001	3.198216	1.590455
0.745000	4.765454	0.925090
0.760000	5.232170	1.208167
0.790000	3.737255	1.416400
0.790000	5.772618	1.229644
0.840000	3.871402	1.453979
0.840001	5.809428	1.428584
0.889999	5.688990	1.069462
0.890000	4.246158	1.109631
0.940000	4.492008	1.026794
0.940000	5.537874	0.744329
0.974999	5.242502	0.710086
0.990000	5.691990	0.589898
0.990002	6.192059	0.543262
1.039999	5.770188	0.341176
1.040000	6.099354	0.292148
1.089999	6.124603	0.437667
1.089999	5.726561	0.564195
1.140000	5.800020	1.014224
1.174999	6.993352	1.073547
1.189999	5.706047	1.347496
1.190000	7.930437	1.995634
1.240000	7.765503	1.670553
1.240000	5.509099	1.708693
1.289999	5.166283	2.369099
1.290000	7.945528	2.048442
1.339999	4.822753	2.675835
1.340000	8.530737	2.787293
1.384999	9.124378	3.524949
1.390000	4.217250	4.405794
1.434999	10.028822	4.492738
1.435000	3.701500	5.372823
1.484999	10.492042	5.680274
1.484999	3.393917	5.234139
1.534999	11.270429	7.099461
1.535000	2.948520	6.981267
1.584999	0.629959	7.971519
1.585000	11.349613	6.922655
1.634999	12.441528	8.900817
1.635000	1.412137	7.664204
1.684999	12.797918	8.420223
1.685000	1.362261	7.809800
1.720000	0.074619	8.482820
1.735000	11.857857	8.874375
1.735000	0.577777	7.788987
1.784999	11.358335	8.117275
1.785000	2.103291	8.212240
1.835000	11.410760	8.245913
50.000000	98
0.024999	0.048091	0.245776
0.049999	0.014607	0.584117
0.075003	0.454333	0.454132
0.100000	0.170825	0.770192
0.125000	1.085067	0.690196
0.150000	0.895452	0.756261
0.155000	1.612492	0.739454
0.175000	1.490706	0.489655
0.200000	2.239880	0.766742
0.219999	1.652195	0.331091
0.250000	2.054205	0.545872
0.270000	1.619283	0.546215
0.300000	1.302904	0.467036
0.319999	1.332656	0.599692
0.350000	0.603175	0.697987
0.369999	1.124922	0.497654
0.400000	0.343308	0.842756
0.419999	1.330582	0.669745
0.450000	0.428008	0.989520
0.469999	1.616994	0.852150
0.494999	0.832030	0.984647
0.519999	2.157308	1.062173
0.544999	1.041794	1.081564
0.570000	2.560861	1.053384
0.594999	1.588751	0.912028
0.620000	2.712940	0.875620
0.645000	2.080963	0.797566
0.669999	2.973408	0.947618
0.695000	2.481933	0.941554
0.699999	3.490736	0.896469
0.720000	4.421554	1.411445
0.744999	2.771129	0.921485
0.769999	3.896827	0.697504
0.795000	2.928860	0.922895
0.819999	3.462042	0.690706
0.829999	4.189444	1.089073
0.844999	2.711884	1.027315
0.865000	4.367532	1.414951
0.894999	2.546953	1.108284
0.915000	3.589884	0.896715
0.945000	2.246101	1.282704
0.964999	2.936897	0.803143
0.969999	3.949212	1.491469
0.994999	1.933916	1.343487
1.015000	3.822240	1.624741
1.045000	1.665609	1.564582
1.064999	3.357690	1.557591
1.094999	1.252004	1.716152
1.115000	2.975343	1.208327
1.140000	1.150802	1.770717
1.145000	3.117436	1.445648
