20.000000	57
0.004999	0.010188	0.620973
0.045001	0.565895	0.420149
0.050000	0.284277	0.802957
0.095001	0.889328	0.600877
0.100000	1.027818	0.714013
0.110000	1.750676	1.169757
0.145001	0.487285	1.171119
0.150000	2.235620	1.503927
0.195001	0.029081	1.651651
0.200000	2.193895	1.559467
0.245001	0.248262	1.437577
0.250000	1.923968	1.224128
0.295001	0.423985	1.313741
0.300000	1.581593	1.081058
0.320000	2.314234	1.459870
0.345001	0.253749	1.659656
0.350000	2.796969	1.818157
0.395000	0.302622	1.704083
0.400000	2.258403	1.523302
0.445000	0.528886	1.498469
0.450000	2.112697	1.171778
0.495001	0.592129	1.361772
0.499999	2.194236	1.136680
0.544999	2.449684	1.324703
0.545000	0.721335	1.210908
0.594999	2.607489	1.425595
0.595001	0.477982	1.516401
0.640000	0.633759	1.266686
0.644999	2.708808	1.557499
0.670000	1.038657	1.428874
0.690000	1.742650	1.368953
0.694999	3.949484	2.135666
0.740000	1.156415	1.576640
0.744999	3.578870	1.648164
0.745001	1.817458	1.291848
0.790000	1.827783	0.952992
0.794999	2.711437	1.428942
0.840000	0.754994	1.161590
0.844999	1.844907	0.987755
0.890000	0.400546	1.222781
0.894999	1.576472	0.850996
0.925001	0.519522	0.867101
0.940000	0.549454	0.926141
0.945000	1.785196	1.173213
0.990001	0.376652	1.215707
0.994999	2.134278	1.517452
1.040001	0.058883	1.732622
1.044999	2.285359	1.657236
1.090000	0.194407	1.757502
1.094999	2.435415	1.769583
1.140000	0.425037	1.408233
1.145002	2.497451	2.028952
1.190000	0.422820	1.198606
1.230001	0.205475	0.949309
1.240000	0.143758	1.062366
1.285001	0.048415	0.208687
1.335001	0.032131	0.119406
30.000000	60
0.025000	0.027261	0.887499
0.050000	0.623832	0.763322
0.100000	1.049934	0.696706
0.100000	1.007674	0.656544
0.120000	1.906737	1.172225
0.124999	0.368996	1.220084
0.150000	0.498025	1.605564
0.150000	2.747733	1.983928
0.200000	0.511676	1.487889
0.224999	3.351931	2.641933
0.250000	0.135460	2.257640
0.294999	0.279741	2.419529
0.299999	1.002902	2.415263
0.300000	3.670592	2.735931
0.324999	3.966331	2.923756
0.349999	4.511341	2.909460
0.350000	0.064208	3.293611
0.394999	0.318565	3.117559
0.400000	4.164425	3.218115
0.444999	0.512786	2.044282
0.449999	3.859246	2.821451
0.480000	0.042872	2.803604
0.494999	0.798264	1.791598
0.495003	3.830468	2.628454
0.520000	0.729846	1.964499
0.544999	0.993890	1.811778
0.594999	4.332093	3.247033
0.594999	0.591386	2.225545
0.634999	0.508633	2.280852
0.644999	1.126442	2.406205
0.644999	4.496653	3.491043
0.694999	0.766627	2.216191
0.694999	4.634571	3.277221
0.744999	0.412732	3.013498
0.794999	0.243517	3.218084
0.795000	4.855478	3.774595
0.845000	0.108108	3.407784
0.845000	4.854835	3.829616
0.894999	0.176708	3.932310
0.894999	5.057168	4.016050
0.944999	0.135272	3.466817
0.944999	5.194407	4.095938
0.994999	0.140355	3.586539
1.040000	0.265648	3.585286
1.044999	5.376505	4.172457
1.090000	0.307970	3.392161
1.094999	5.430689	4.134784
1.140000	0.357326	3.397978
1.190000	4.440276	3.091362
1.190000	0.641548	3.156475
1.240000	1.619339	1.878083
1.240000	3.967223	1.855127
1.280000	3.853533	1.922315
1.290000	2.009930	1.354613
1.290000	3.874500	1.747142
1.339999	1.995833	1.146286
1.390000	1.621845	0.961192
1.439999	1.379398	1.154497
1.464999	1.376689	0.332960
1.490000	1.377865	0.140866
40.000000	74
0.049999	0.622362	0.434882
0.050000	0.031610	0.593382
0.094999	0.322520	0.449846
0.099999	0.980794	0.740119
0.124999	0.303346	0.860147
0.130000	0.957799	0.795690
0.144999	2.148888	1.325695
0.149999	0.570995	0.935728
0.194999	2.140175	1.127486
0.199999	0.782939	0.979658
0.239999	0.758801	1.096546
0.244999	2.011119	0.908766
0.245000	1.487602	0.746346
0.265000	2.539527	1.458136
0.295000	0.867238	1.127405
0.344999	2.228562	1.333450
0.345000	0.235842	1.560210
0.394999	1.807729	1.204781
0.395000	0.223177	1.520243
0.444999	1.803634	1.300258
0.445000	0.175030	1.824566
0.474999	2.421842	1.686798
0.494999	3.271168	2.335716
0.495000	0.034931	2.053892
0.544999	3.045187	2.307019
0.545000	0.148986	2.099408
0.595000	0.249352	1.619054
0.644999	0.549577	1.926658
0.694999	2.999517	2.198853
0.695000	0.698494	2.123260
0.714999	3.675118	2.123042
0.740000	4.251487	2.482176
0.744999	0.914685	2.121767
0.790000	3.752168	2.021205
0.795000	0.925793	2.135417
0.825000	1.313414	1.403732
0.839999	2.245800	1.178873
0.840000	3.459291	1.869255
0.889999	1.616543	1.402574
0.890000	3.506361	1.652705
0.939999	1.207451	1.950909
0.940000	3.661279	1.681979
0.989999	1.073877	2.142793
0.990000	3.712254	1.875563
1.040000	3.886814	1.695788
1.040000	1.288990	1.952162
1.045000	2.310090	1.205053
1.089999	4.046469	1.705654
1.090000	2.534826	1.118662
1.139999	1.919415	1.908546
1.140000	4.090288	1.858566
1.189999	1.627880	2.469969
1.194999	5.383791	3.026627
1.239999	1.670590	2.712579
1.240000	5.568031	3.159965
1.289999	1.728777	2.754490
1.334999	4.721898	2.415932
1.339999	1.865641	2.228949
1.384999	4.634533	2.184992
1.390000	1.916666	2.035390
